text,label,label_id
Golra Hospital — amenity:hospital in Islamabad,amenity:hospital,2
"IHS - Hospital for Children — amenity:hospital in Islamabad, Street 30, اسلام آباد",amenity:hospital,2
IIUI MEDICAL CENTRE — amenity:hospital in Islamabad,amenity:hospital,2
International Islamic Medical Centre — amenity:hospital in Islamabad,amenity:hospital,2
Islamabad Diagnostics Center — amenity:hospital in Islamabad,amenity:hospital,2
"Islamabad International َDental Hospital and College — amenity:hospital in Islamabad, Service Road East G-7, اسلام آباد",amenity:hospital,2
"Islamabad Private Hospital — amenity:hospital in Islamabad, Jinnah Avenue, اسلام آباد",amenity:hospital,2
"Islamabad Specialists Clinic F-8 Markaz — amenity:hospital in Islamabad, 13-A Kohistan Road, Kiran Plaza, F-8 Markaz, Islamabad",amenity:hospital,2
"K R L General Hospital — amenity:hospital in Islamabad, Service Road South G9, اسلام آباد",amenity:hospital,2
"Kulsum International Hospital — amenity:hospital in Islamabad, Service Road West F-6, اسلام آباد",amenity:hospital,2
"Latif Health Centre — amenity:hospital in Islamabad, اسلام آباد",amenity:hospital,2
"Life Care international Hospital — amenity:hospital in Islamabad, Sawan Road, اسلام آباد",amenity:hospital,2
"MEDICSi — amenity:hospital in Islamabad, Jinnah Avenue, اسلام آباد",amenity:hospital,2
"Maryam Hospital and Diagnostic Center — amenity:hospital in Islamabad, Shabir Sharif Road, اسلام آباد",amenity:hospital,2
Max Health Hospital — amenity:hospital in Islamabad,amenity:hospital,2
NIH — amenity:hospital in Islamabad,amenity:hospital,2
"National Institute for Handicapped — amenity:hospital in Islamabad, Street 9, اسلام آباد",amenity:hospital,2
National Institute of Health — amenity:hospital in Islamabad,amenity:hospital,2
"National Institute of Rehabilitation Medicine — amenity:hospital in Islamabad, Street 9, اسلام آباد",amenity:hospital,2
"OGDCL Medical Centre — amenity:hospital in Islamabad, Park Road, اسلام آباد",amenity:hospital,2
"PAF Hospital — amenity:hospital in Islamabad, Rashid Minhas Boulevard, اسلام آباد",amenity:hospital,2
"PAF Hospital, Unit 2 Parking — amenity:hospital in Islamabad, Main Margalla Road, E-9/1, Islamabad",amenity:hospital,2
"PNS Hafeez - Naval Hospital — amenity:hospital in Islamabad, Lalak Jan Road, اسلام آباد",amenity:hospital,2
"Pakistan Institute for Medical Sciences (PIMS) — amenity:hospital in Islamabad, Ibn-e-Sina Road, اسلام آباد",amenity:hospital,2
Poly Clinic Hospital — amenity:hospital in Islamabad,amenity:hospital,2
"Shifa International Hospital — amenity:hospital in Islamabad, Pitras Bukhari Road, اسلام آباد",amenity:hospital,2
"Surgical Centre Islamabad — amenity:hospital in Islamabad, Street 22, Block 1, اسلام آباد, 44220",amenity:hospital,2
Testing Hospital Ismail — amenity:hospital in Islamabad,amenity:hospital,2
noor generar hospital — amenity:hospital in Islamabad,amenity:hospital,2
"نوری ہسپتال — amenity:hospital in Islamabad, حنا روڈ, اسلام آباد",amenity:hospital,2
"نوری ہسپتال اسلام آباد — amenity:hospital in Islamabad, حنا روڈ, اسلام آباد",amenity:hospital,2
"ویل میڈ ہسپتال — amenity:hospital in Islamabad, اسٹریٹ 8, اسلام آباد, 44000",amenity:hospital,2
Abu Huraira Market — market/bazaar in Islamabad,amenity:marketplace,3
Adnan Market — market/bazaar in Islamabad,amenity:marketplace,3
"Ayesha Plaza — market/bazaar in Islamabad, Jinnah Avenue, اسلام آباد",amenity:marketplace,3
"CDA Market — market/bazaar in Islamabad, Street 27, اسلام آباد",amenity:marketplace,3
Darbar Market — market/bazaar in Islamabad,amenity:marketplace,3
Faisal Market — market/bazaar in Islamabad,amenity:marketplace,3
"Ghausia Plaza — market/bazaar in Islamabad, Jinnah Avenue, اسلام آباد",amenity:marketplace,3
Gool Market — market/bazaar in Islamabad,amenity:marketplace,3
"Idrees Market — market/bazaar in Islamabad, Street 11A, اسلام آباد",amenity:marketplace,3
"Irum Market — market/bazaar in Islamabad, Street 30, اسلام آباد",amenity:marketplace,3
Jahangir Market — market/bazaar in Islamabad,amenity:marketplace,3
"Jahangir Market — market/bazaar in Islamabad, Gali 3, اسلام آباد",amenity:marketplace,3
"Libra market — market/bazaar in Islamabad, Rehman Baba Road, اسلام آباد",amenity:marketplace,3
Malik Ayub Market — market/bazaar in Islamabad,amenity:marketplace,3
Melody Market — market/bazaar in Islamabad,amenity:marketplace,3
One Dollar Store — market/bazaar in Islamabad,amenity:marketplace,3
Raftar Goods Forwarding Agency — market/bazaar in Islamabad,amenity:marketplace,3
Sitara Market — market/bazaar in Islamabad,amenity:marketplace,3
Sunday Bazaar — market/bazaar in Islamabad,amenity:marketplace,3
Tuck Shop — market/bazaar in Islamabad,amenity:marketplace,3
"Waheed Plaza — market/bazaar in Islamabad, Jinnah Avenue, اسلام آباد",amenity:marketplace,3
"Weekly Market — market/bazaar in Islamabad, Muncipal Road, اسلام آباد",amenity:marketplace,3
WholeSale Market — market/bazaar in Islamabad,amenity:marketplace,3
اتوار بازار — market/bazaar in Islamabad,amenity:marketplace,3
market/bazaar in Islamabad,amenity:marketplace,3
Abdullah bin Masood Masjid — amenity:mosque in Islamabad,amenity:mosque,4
Abu Huraira Mosque — amenity:mosque in Islamabad,amenity:mosque,4
Admin Mosque — amenity:mosque in Islamabad,amenity:mosque,4
"Al-Fateh mosque — amenity:mosque in Islamabad, Street 3, اسلام آباد",amenity:mosque,4
"Al-huda Mosque — amenity:mosque in Islamabad, Street 39, اسلام آباد",amenity:mosque,4
Ali Hajveri Mosque — amenity:mosque in Islamabad,amenity:mosque,4
Aman Bargah — amenity:mosque in Islamabad,amenity:mosque,4
"Aman Bargah Mosque — amenity:mosque in Islamabad, Aman Bargah, اسلام آباد",amenity:mosque,4
"Ashra Mubashra Masjid — amenity:mosque in Islamabad, Street 8, اسلام آباد",amenity:mosque,4
Bab ul ilm Masjid — amenity:mosque in Islamabad,amenity:mosque,4
"Bari Imam Darbar — amenity:mosque in Islamabad, Nurpur Road",amenity:mosque,4
Darbar Mosque — amenity:mosque in Islamabad,amenity:mosque,4
"F-10 Markaz Masjid — amenity:mosque in Islamabad, 10th Avenue, اسلام آباد",amenity:mosque,4
"Farooq-e-Azam Masjid — amenity:mosque in Islamabad, Street 73, اسلام آباد",amenity:mosque,4
"Ghafooria Masjid — amenity:mosque in Islamabad, Street 78",amenity:mosque,4
Gulshan e Mustafa — amenity:mosque in Islamabad,amenity:mosque,4
"Ibn Taymiyyah Mosque — amenity:mosque in Islamabad, Street 19, اسلام آباد",amenity:mosque,4
"Jam-e-masjid Chishtia — amenity:mosque in Islamabad, Street 56, اسلام آباد",amenity:mosque,4
"Jama Masjid-e-Murtaza — amenity:mosque in Islamabad, Street 33, اسلام آباد",amenity:mosque,4
"Jama-e-Masjid Mustafa — amenity:mosque in Islamabad, Street 43, اسلام آباد",amenity:mosque,4
"Jamia Bahar-e-Madina — amenity:mosque in Islamabad, Gali 70, اسلام آباد",amenity:mosque,4
"Jamia Masjid Al-Furqan Ahle Hadith — amenity:mosque in Islamabad, Street 54, اسلام آباد",amenity:mosque,4
"Jamia Masjid Al-Muzammil — amenity:mosque in Islamabad, Street 100, اسلام آباد",amenity:mosque,4
"Jamia Masjid Al-Rehman G-9/2 — amenity:mosque in Islamabad, Street 16, اسلام آباد",amenity:mosque,4
"Jamia Masjid Anwar-ul-khair — amenity:mosque in Islamabad, Street 43, اسلام آباد",amenity:mosque,4
"Jamia Masjid As-Siddiq — amenity:mosque in Islamabad, Street 27, اسلام آباد",amenity:mosque,4
"Jamia Masjid Imam e Azam — amenity:mosque in Islamabad, Gali 22E, اسلام آباد",amenity:mosque,4
Jamia Masjid Muhammadi Hanfia — amenity:mosque in Islamabad,amenity:mosque,4
"Jamia Masjid Qutab Shaheed — amenity:mosque in Islamabad, Street 63, اسلام آباد",amenity:mosque,4
"Jamia Masjid Rahmatulil Alameen — amenity:mosque in Islamabad, Nazim ud Din Road, اسلام آباد",amenity:mosque,4
"Jamia Masjid Riyadh ul Jannah — amenity:mosque in Islamabad, Service Road West G-9, اسلام آباد",amenity:mosque,4
"Jamia Masjid al-Hujjat — amenity:mosque in Islamabad, Nazim ud Din Road, اسلام آباد",amenity:mosque,4
"Jamia Msjid Al Raza — amenity:mosque in Islamabad, Rehman Baba Road, اسلام آباد",amenity:mosque,4
"Jamia Naeemia Masjid — amenity:mosque in Islamabad, Neelum Road, اسلام آباد",amenity:mosque,4
"Jamia Tul Murtaza — amenity:mosque in Islamabad, Street 55, اسلام آباد",amenity:mosque,4
Jamia masjid Mai reshman — amenity:mosque in Islamabad,amenity:mosque,4
"Jammia Masjid Muhammadiya (Ahle Hadees) — amenity:mosque in Islamabad, Street 36, اسلام آباد",amenity:mosque,4
"Jilania Masjid — amenity:mosque in Islamabad, Gali 75, اسلام آباد",amenity:mosque,4
"Karimabad Jamat Khana — amenity:mosque in Islamabad, Street 53, اسلام آباد",amenity:mosque,4
"Khan Market Masjid — amenity:mosque in Islamabad, Street 69, اسلام آباد",amenity:mosque,4
Khulfa Rashideen — amenity:mosque in Islamabad,amenity:mosque,4
"Lal Masjid — amenity:mosque in Islamabad, Masjid Road, اسلام آباد",amenity:mosque,4
Maaz Bin Jabal Mosque — amenity:mosque in Islamabad,amenity:mosque,4
Madni Masjid — amenity:mosque in Islamabad,amenity:mosque,4
"Makki Masjid — amenity:mosque in Islamabad, Street 54, اسلام آباد",amenity:mosque,4
Masjid — amenity:mosque in Islamabad,amenity:mosque,4
"Masjid Abu zar Ghafari (R.A) — amenity:mosque in Islamabad, Gali 39, اسلام آباد",amenity:mosque,4
"Masjid Al Huda — amenity:mosque in Islamabad, College Road, اسلام آباد",amenity:mosque,4
"Masjid Al Qasim — amenity:mosque in Islamabad, Street 14, اسلام آباد",amenity:mosque,4
"Masjid Alfurqan — amenity:mosque in Islamabad, Street 11, اسلام آباد",amenity:mosque,4
"Masjid And Madrassa Usmania — amenity:mosque in Islamabad, Street 77, اسلام آباد",amenity:mosque,4
"Masjid Anwar e Madina — amenity:mosque in Islamabad, Street 13, اسلام آباد",amenity:mosque,4
"Masjid Ayub Ansari — amenity:mosque in Islamabad, Street 14, اسلام آباد",amenity:mosque,4
"Masjid F-7/1 — amenity:mosque in Islamabad, Street 38, اسلام آباد",amenity:mosque,4
"Masjid Faizan Madina — amenity:mosque in Islamabad, Shabir Sharif Road, اسلام آباد",amenity:mosque,4
Masjid Hudabiya — amenity:mosque in Islamabad,amenity:mosque,4
Masjid Kausar — amenity:mosque in Islamabad,amenity:mosque,4
"Masjid Minar-ul-huda (Ahle Hadees) — amenity:mosque in Islamabad, Street 100, اسلام آباد",amenity:mosque,4
"Masjid Rahmatulil Aalameen — amenity:mosque in Islamabad, Street 35, اسلام آباد",amenity:mosque,4
Masjid Syedna Hasan — amenity:mosque in Islamabad,amenity:mosque,4
"Masjid Tooba — amenity:mosque in Islamabad, Gali 38, اسلام آباد",amenity:mosque,4
Masjid e Aqsa — amenity:mosque in Islamabad,amenity:mosque,4
"Masjid e Mairaj — amenity:mosque in Islamabad, Street 78, اسلام آباد",amenity:mosque,4
"Masjid e Usman — amenity:mosque in Islamabad, Street 92, اسلام آباد",amenity:mosque,4
Masjid-e-Qubah — amenity:mosque in Islamabad,amenity:mosque,4
"Mosque Bait us salam — amenity:mosque in Islamabad, Service Road West F11, اسلام آباد",amenity:mosque,4
"Mosque F-8/3 — amenity:mosque in Islamabad, Ismail Zabeeh Road, اسلام آباد",amenity:mosque,4
"Mosque Ghos-e-Azam — amenity:mosque in Islamabad, Street 19, اسلام آباد",amenity:mosque,4
"Mosque and Madrassa — amenity:mosque in Islamabad, Ibn-e-Sina Road, اسلام آباد",amenity:mosque,4
"Motamar Mosque — amenity:mosque in Islamabad, School Road, اسلام آباد",amenity:mosque,4
Mueeniya Mosque — amenity:mosque in Islamabad,amenity:mosque,4
"Mughera bin Sheba Masque — amenity:mosque in Islamabad, Street 1, اسلام آباد",amenity:mosque,4
"Mujaddiya Masjid — amenity:mosque in Islamabad, Park Road, اسلام آباد",amenity:mosque,4
"NTC Mosque — amenity:mosque in Islamabad, Service Road West G5;Service Road West F5, اسلام آباد",amenity:mosque,4
"Numl Masjid — amenity:mosque in Islamabad, Service Road South H9",amenity:mosque,4
"PAF Mosque — amenity:mosque in Islamabad, Younas Avenue, اسلام آباد",amenity:mosque,4
Rehmat-ul-Alaimeen — amenity:mosque in Islamabad,amenity:mosque,4
"Syed-na-Ali — amenity:mosque in Islamabad, Ibn-e-Sina Road, اسلام آباد, 44000",amenity:mosque,4
Syed-na-Saddiq-Akbar — amenity:mosque in Islamabad,amenity:mosque,4
Taqwa Masjid‎ — amenity:mosque in Islamabad,amenity:mosque,4
Zubair Mosque — amenity:mosque in Islamabad,amenity:mosque,4
جامع مسجد — amenity:mosque in Islamabad,amenity:mosque,4
"علی مرتضیٰ مسجد — amenity:mosque in Islamabad, اسٹریٹ 10, اسلام آباد, 44000",amenity:mosque,4
"مدنی مسجد — amenity:mosque in Islamabad, اسٹریٹ 21, اسلام آباد",amenity:mosque,4
مسجد — amenity:mosque in Islamabad,amenity:mosque,4
"مسجد ابو ہریرہ — amenity:mosque in Islamabad, اسٹریٹ 30, اسلام آباد",amenity:mosque,4
"مسجد اقصیٰ — amenity:mosque in Islamabad, اسلام آباد",amenity:mosque,4
مسجد التوبہ — amenity:mosque in Islamabad,amenity:mosque,4
"مسجد الحیرہ — amenity:mosque in Islamabad, گلی 34, اسلام آباد",amenity:mosque,4
"مسجد الكويت — amenity:mosque in Islamabad, روڈ 4, اسلام آباد",amenity:mosque,4
"مسجد ایف-10/1 — amenity:mosque in Islamabad, اسٹریٹ 26, اسلام آباد",amenity:mosque,4
مسجد بلال — amenity:mosque in Islamabad,amenity:mosque,4
مسجد طہ — amenity:mosque in Islamabad,amenity:mosque,4
مسجد قبا — amenity:mosque in Islamabad,amenity:mosque,4
"پی ایم ڈی سی مسجد — amenity:mosque in Islamabad, اسلام آباد",amenity:mosque,4
amenity:mosque in Islamabad,amenity:mosque,4
amenity:mosque in Islamabad,amenity:mosque,4
amenity:mosque in Islamabad,amenity:mosque,4
amenity:mosque in Islamabad,amenity:mosque,4
"amenity:mosque in Islamabad, Street 111, اسلام آباد",amenity:mosque,4
amenity:mosque in Islamabad,amenity:mosque,4
amenity:mosque in Islamabad,amenity:mosque,4
amenity:mosque in Islamabad,amenity:mosque,4
amenity:mosque in Islamabad,amenity:mosque,4
amenity:mosque in Islamabad,amenity:mosque,4
amenity:mosque in Islamabad,amenity:mosque,4
"amenity:mosque in Islamabad, اسلام آباد",amenity:mosque,4
amenity:mosque in Islamabad,amenity:mosque,4
amenity:mosque in Islamabad,amenity:mosque,4
amenity:mosque in Islamabad,amenity:mosque,4
amenity:mosque in Islamabad,amenity:mosque,4
amenity:mosque in Islamabad,amenity:mosque,4
amenity:mosque in Islamabad,amenity:mosque,4
"amenity:mosque in Islamabad, اسلام آباد",amenity:mosque,4
"amenity:mosque in Islamabad, اسلام آباد",amenity:mosque,4
"amenity:mosque in Islamabad, اسلام آباد",amenity:mosque,4
amenity:mosque in Islamabad,amenity:mosque,4
amenity:mosque in Islamabad,amenity:mosque,4
amenity:mosque in Islamabad,amenity:mosque,4
amenity:mosque in Islamabad,amenity:mosque,4
"amenity:mosque in Islamabad, College Road, اسلام آباد",amenity:mosque,4
amenity:mosque in Islamabad,amenity:mosque,4
amenity:mosque in Islamabad,amenity:mosque,4
amenity:mosque in Islamabad,amenity:mosque,4
"amenity:mosque in Islamabad, Street 61, اسلام آباد",amenity:mosque,4
amenity:mosque in Islamabad,amenity:mosque,4
amenity:mosque in Islamabad,amenity:mosque,4
amenity:mosque in Islamabad,amenity:mosque,4
amenity:mosque in Islamabad,amenity:mosque,4
amenity:mosque in Islamabad,amenity:mosque,4
amenity:mosque in Islamabad,amenity:mosque,4
amenity:mosque in Islamabad,amenity:mosque,4
amenity:mosque in Islamabad,amenity:mosque,4
"amenity:mosque in Islamabad, Street 10, اسلام آباد",amenity:mosque,4
amenity:mosque in Islamabad,amenity:mosque,4
amenity:mosque in Islamabad,amenity:mosque,4
"Ali Baba Restaurant — amenity:restaurant in Islamabad, Sachal Sarmast Road (G-11), اسلام آباد",amenity:restaurant,5
"Amigos Cuisine — amenity:restaurant in Islamabad, Shabir Sharif Road, اسلام آباد",amenity:restaurant,5
"Atrio Cafe & Grill — amenity:restaurant in Islamabad, College Road, اسلام آباد",amenity:restaurant,5
"Awami Hotel & Restaurant — amenity:restaurant in Islamabad, Service Road West G-11, اسلام آباد",amenity:restaurant,5
Best Western — amenity:restaurant in Islamabad,amenity:restaurant,5
"Bismillah Abbasi Restaurant & Naan Centre — amenity:restaurant in Islamabad, Street 13, اسلام آباد",amenity:restaurant,5
"Bread n Cakes — amenity:restaurant in Islamabad, Sachal Sarmast Road (G-11), اسلام آباد",amenity:restaurant,5
"CRISPY BROAST — amenity:restaurant in Islamabad, Sachal Sarmast Road (G-11), اسلام آباد",amenity:restaurant,5
"Canadian Club — amenity:restaurant in Islamabad, Street 12, اسلام آباد",amenity:restaurant,5
"Cheema and Chatta — amenity:restaurant in Islamabad, Street 20, اسلام آباد",amenity:restaurant,5
