osm_id,osm_type,primary_key,primary_value,name,addr_full,lat,lon,all_tags_json
659727643,node,amenity,cafe,Table Talk,,33.7354098,73.0780948,"{""amenity"": ""cafe"", ""is_in"": ""Kohsar Market, F-6/3, Islamabad"", ""name"": ""Table Talk""}"
254975815,node,amenity,cafe,The Gelato Affair,,33.7259527,73.0578027,"{""amenity"": ""cafe"", ""is_in"": ""Gol Market, F-7/3, Islamabad"", ""name"": ""The Gelato Affair""}"
254975704,node,amenity,cafe,The Hot Spot,"Street 3, اسلام آباد",33.7259475,73.0576782,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""Street 3"", ""amenity"": ""cafe"", ""name"": ""The Hot Spot""}"
254979635,node,amenity,cafe,The Hot Spot Cafe,,33.7364262,73.0813998,"{""amenity"": ""cafe"", ""is_in"": ""F-6/3, Islamabad"", ""name"": ""The Hot Spot Cafe""}"
2247180648,node,amenity,cafe,کیفے,,33.688351,73.0730755,"{""amenity"": ""cafe"", ""name"": ""کیفے"", ""name:ar"": ""مقهى"", ""name:en"": ""Cafe"", ""name:ur"": ""کیفے""}"
254975882,node,amenity,cafe,گلوریا جینز,"Street 6, اسلام آباد",33.7260597,73.05794,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""Street 6"", ""amenity"": ""cafe"", ""brand"": ""گلوریا جینز"", ""brand:ar"": ""قلوريا جينز"", ""brand:ur"": ""گلوریا جینز"", ""brand:website"": ""https://gloriajeanscoffees.com.pk"", ""brand:wikidata"": ""Q2666365"", ""brand:wikipedia"": ""ar:قلوريا جينز كافيه"", ""brand:wikipedia:ar"": ""قلوريا جينز كافيه"", ""cuisine"": ""coffee_shop"", ""name"": ""گلوریا جینز"", ""name:ar"": ""قلوريا جينز"", ""name:en"": ""Gloria Jean's"", ""name:ur"": ""گلوریا جینز"", ""official_name"": ""گلوریا جینز کافیز"", ""official_name:ar"": ""قلوريا جينز كافيه"", ""official_name:ur"": ""گلوریا جینز کافیز"", ""shop"": ""coffee""}"
232641948,node,amenity,fuel,PSO Pump G-9 Markez,,33.6893963,73.033746,"{""amenity"": ""fuel"", ""brand"": ""پاکستان اسٹیٹ آئل"", ""brand:en"": ""Pakistan State Oil"", ""brand:pa"": ""ਪਾਕਸਤਾਨ ਸਟੇਟ ਆਇਲ"", ""brand:pnb"": ""پاکستان سٹیٹ آئیل"", ""brand:ur"": ""پاکستان اسٹیٹ آئل"", ""brand:wikidata"": ""Q2741455"", ""fuel:cng"": ""yes"", ""is_in"": ""G-9 Markaz, G-9, Islamabad"", ""name"": ""PSO Pump G-9 Markez"", ""name:en"": ""Pakistan State Oil"", ""name:pa"": ""ਪਾਕਸਤਾਨ ਸਟੇਟ ਆਇਲ"", ""name:pnb"": ""پاکستان سٹیٹ آئیل"", ""name:ur"": ""پاکستان اسٹیٹ آئل"", ""operator"": ""PSO Pump G-9 Markez"", ""short_name:en"": ""PSO"", ""source"": ""Yahoo + Local Knowledge""}"
249166537,node,amenity,fuel,Shell Pump,,33.7086323,73.1048122,"{""amenity"": ""fuel"", ""is_in"": ""Islamabad"", ""name"": ""Shell Pump""}"
61146835,node,amenity,fuel,"Total Parco , F-10 Markaz","10th Avenue, اسلام آباد",33.6988403,73.0112495,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""10th Avenue"", ""amenity"": ""fuel"", ""fuel:cng"": ""yes"", ""name"": ""Total Parco , F-10 Markaz""}"
243495585,node,amenity,fuel,Total Station,"Kohistan Road, اسلام آباد",33.7132584,73.040259,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""Kohistan Road"", ""amenity"": ""fuel"", ""brand"": ""Caltex"", ""fuel:cng"": ""yes"", ""name"": ""Total Station""}"
225578480,node,amenity,fuel,پاکستان اسٹیٹ آئل,"F8 markaz, اسلام آباد",33.7100027,73.0389002,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""F8 markaz"", ""amenity"": ""fuel"", ""brand"": ""پاکستان اسٹیٹ آئل"", ""brand:ar"": ""النفط الحكومية الباكستانية"", ""brand:ks"": ""پاکستان اسٹیٹ آئل"", ""brand:ur"": ""پاکستان اسٹیٹ آئل"", ""brand:wikidata"": ""Q2741455"", ""brand:wikipedia"": ""ur:پاکستان اسٹیٹ آئل"", ""brand:wikipedia:ur"": ""پاکستان اسٹیٹ آئل"", ""fuel:HSD"": ""yes"", ""fuel:Hi_octane"": ""yes"", ""fuel:cng"": ""yes"", ""fuel:diesel"": ""yes"", ""fuel:regular"": ""yes"", ""fuel:super"": ""yes"", ""name"": ""پاکستان اسٹیٹ آئل"", ""name:ar"": ""النفط الحكومية الباكستانية"", ""name:en"": ""Pakistan State Oil"", ""name:ks"": ""پاکستان اسٹیٹ آئل"", ""name:pnb"": ""پاکستان سٹیٹ آئل"", ""name:sd"": ""پاڪستان اسٽيٽ آئل"", ""name:ur"": ""پاکستان اسٹیٹ آئل"", ""short_name"": ""پی ایس او"", ""short_name:ur"": ""پی ایس او""}"
244393698,node,amenity,fuel,پاکستان اسٹیٹ آئل,"Hanna Road, اسلام آباد",33.6985338,73.0501914,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""Hanna Road"", ""amenity"": ""fuel"", ""brand"": ""پاکستان اسٹیٹ آئل"", ""brand:ar"": ""النفط الحكومية الباكستانية"", ""brand:ks"": ""پاکستان اسٹیٹ آئل"", ""brand:ur"": ""پاکستان اسٹیٹ آئل"", ""brand:wikidata"": ""Q2741455"", ""brand:wikipedia"": ""ur:پاکستان اسٹیٹ آئل"", ""brand:wikipedia:ur"": ""پاکستان اسٹیٹ آئل"", ""fuel:cng"": ""yes"", ""name"": ""پاکستان اسٹیٹ آئل"", ""name:ar"": ""النفط الحكومية الباكستانية"", ""name:en"": ""Pakistan State Oil"", ""name:ks"": ""پاکستان اسٹیٹ آئل"", ""name:pnb"": ""پاکستان سٹیٹ آئل"", ""name:sd"": ""پاڪستان اسٽيٽ آئل"", ""name:ur"": ""پاکستان اسٹیٹ آئل"", ""short_name"": ""پی ایس او"", ""short_name:ur"": ""پی ایس او""}"
253127769,node,amenity,fuel,پاکستان اسٹیٹ آئل,,33.7282215,73.0783391,"{""amenity"": ""fuel"", ""brand"": ""پاکستان اسٹیٹ آئل"", ""brand:ar"": ""النفط الحكومية الباكستانية"", ""brand:en"": ""Pakistan State Oil"", ""brand:ks"": ""پاکستان اسٹیٹ آئل"", ""brand:pa"": ""ਪਾਕਸਤਾਨ ਸਟੇਟ ਆਇਲ"", ""brand:pnb"": ""پاکستان سٹیٹ آئیل"", ""brand:ur"": ""پاکستان اسٹیٹ آئل"", ""brand:wikidata"": ""Q2741455"", ""brand:wikipedia"": ""ur:پاکستان اسٹیٹ آئل"", ""brand:wikipedia:ur"": ""پاکستان اسٹیٹ آئل"", ""name"": ""پاکستان اسٹیٹ آئل"", ""name:ar"": ""النفط الحكومية الباكستانية"", ""name:en"": ""Pakistan State Oil"", ""name:ks"": ""پاکستان اسٹیٹ آئل"", ""name:pa"": ""ਪਾਕਸਤਾਨ ਸਟੇਟ ਆਇਲ"", ""name:pnb"": ""پاکستان سٹیٹ آئل"", ""name:sd"": ""پاڪستان اسٽيٽ آئل"", ""name:ur"": ""پاکستان اسٹیٹ آئل"", ""short_name"": ""پی ایس او"", ""short_name:en"": ""PSO"", ""short_name:ur"": ""پی ایس او""}"
104694747,node,amenity,fuel,,,33.7173095,73.0833662,"{""amenity"": ""fuel"", ""fuel:cng"": ""yes"", ""is_in"": ""Melody Market, G-6, Islamabad""}"
4889677808,node,amenity,hospital,Al Ain International Specialist Eye Hospital,"Service Road East G-10, اسلام آباد",33.6863031,73.0208068,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""Service Road East G-10"", ""amenity"": ""hospital"", ""name"": ""Al Ain International Specialist Eye Hospital"", ""phone"": ""03005319353""}"
240218764,node,amenity,hospital,Ali Medical Centre,"Kohistan Road, اسلام آباد",33.7104738,73.0417644,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""Kohistan Road"", ""amenity"": ""hospital"", ""healthcare"": ""hospital"", ""name"": ""Ali Medical Centre"", ""name:en"": ""Ali Medical Centre""}"
2147104935,node,amenity,hospital,Bilquis Memorial Hospital,"Local path, اسلام آباد",33.6924791,73.030179,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""Local path"", ""amenity"": ""hospital"", ""emergency"": ""yes"", ""name"": ""Bilquis Memorial Hospital"", ""source"": ""Survey""}"
1707177004,node,amenity,hospital,International Islamic Medical Centre,,33.7070214,73.0780754,"{""amenity"": ""hospital"", ""emergency"": ""yes"", ""name"": ""International Islamic Medical Centre""}"
297648462,node,amenity,hospital,Islamabad International َDental Hospital and College,"Service Road East G-7, اسلام آباد",33.7054375,73.0794388,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""Service Road East G-7"", ""amenity"": ""hospital"", ""name"": ""Islamabad International َDental Hospital and College""}"
4880197909,node,amenity,hospital,Maryam Hospital and Diagnostic Center,"Shabir Sharif Road, اسلام آباد",33.6677207,72.9981512,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""Shabir Sharif Road"", ""amenity"": ""hospital"", ""name"": ""Maryam Hospital and Diagnostic Center""}"
312719028,node,amenity,hospital,PAF Hospital,"Rashid Minhas Boulevard, اسلام آباد",33.7156183,73.0170436,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""Rashid Minhas Boulevard"", ""amenity"": ""hospital"", ""emergency"": ""yes"", ""name"": ""PAF Hospital""}"
253018400,node,amenity,hospital,Poly Clinic Hospital,,33.7211006,73.0828053,"{""amenity"": ""hospital"", ""healthcare"": ""hospital"", ""is_in"": ""G-6, Islamabad"", ""name"": ""Poly Clinic Hospital""}"
1707143902,node,amenity,pharmacy,FGD- G7/1 Dispensary,,33.7001979,73.0702433,"{""amenity"": ""pharmacy"", ""dispensing"": ""yes"", ""name"": ""FGD- G7/1 Dispensary""}"
1707143912,node,amenity,pharmacy,Federal Government Dispensary - G-7/1,,33.7004344,73.0714557,"{""amenity"": ""pharmacy"", ""dispensing"": ""yes"", ""name"": ""Federal Government Dispensary - G-7/1""}"
800042361,node,amenity,pharmacy,GNC,,33.7316274,73.0790634,"{""amenity"": ""pharmacy"", ""healthcare"": ""pharmacy"", ""name"": ""GNC"", ""operator"": ""GNC""}"
1140767607,node,amenity,pharmacy,Goodwill Pharmacy,"Shaheed-e-Millat Road, اسلام آباد",33.7225704,73.0822723,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""Shaheed-e-Millat Road"", ""amenity"": ""pharmacy"", ""healthcare"": ""pharmacy"", ""name"": ""Goodwill Pharmacy""}"
4562014739,node,amenity,pharmacy,Shaheen Chemist,"Tipu Sultan Road, I 8, اسلام آباد",33.6673746,73.0753908,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:housenumber"": ""I 8"", ""addr:street"": ""Tipu Sultan Road"", ""amenity"": ""pharmacy"", ""name"": ""Shaheen Chemist""}"
660956958,node,amenity,pharmacy,Shaheen Pharmacy,"School Road, اسلام آباد",33.7297173,73.0755121,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""School Road"", ""amenity"": ""pharmacy"", ""healthcare"": ""pharmacy"", ""name"": ""Shaheen Pharmacy""}"
663128024,node,amenity,pharmacy,Watsons,"School Road, اسلام آباد",33.7296318,73.0753504,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""School Road"", ""amenity"": ""pharmacy"", ""brand"": ""Watsons"", ""brand:wikidata"": ""Q7974785"", ""brand:wikipedia"": ""en:Watsons"", ""healthcare"": ""pharmacy"", ""name"": ""Watsons""}"
4562011451,node,amenity,pharmacy,,,33.6721651,73.0747389,"{""amenity"": ""pharmacy"", ""healthcare"": ""pharmacy""}"
256052672,node,amenity,place_of_worship,Jama Masjid-e-Murtaza,"Street 33, اسلام آباد",33.699839,73.0681513,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""Street 33"", ""amenity"": ""place_of_worship"", ""denomination"": ""sunni"", ""name"": ""Jama Masjid-e-Murtaza"", ""religion"": ""muslim""}"
255263515,node,amenity,place_of_worship,Jamia masjid Mai reshman,,33.6704887,72.990963,"{""amenity"": ""place_of_worship"", ""denomination"": ""sunni"", ""name"": ""Jamia masjid Mai reshman"", ""religion"": ""muslim""}"
244186616,node,amenity,place_of_worship,Masjid Al Qasim,"Street 14, اسلام آباد",33.6804943,73.0057153,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""Street 14"", ""amenity"": ""place_of_worship"", ""denomination"": ""sunni"", ""name"": ""Masjid Al Qasim"", ""religion"": ""muslim""}"
246850955,node,amenity,place_of_worship,Masjid Alfurqan,"Street 11, اسلام آباد",33.7275661,73.0480234,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""Street 11"", ""amenity"": ""place_of_worship"", ""denomination"": ""sunni"", ""name"": ""Masjid Alfurqan"", ""religion"": ""muslim""}"
245441172,node,amenity,place_of_worship,ایف-8 چرچ,"اسٹریٹ 55, اسلام آباد",33.7110561,73.0452355,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""اسٹریٹ 55"", ""amenity"": ""place_of_worship"", ""denomination"": ""catholic"", ""name"": ""ایف-8 چرچ"", ""name:ar"": ""كنيسة إف-8"", ""name:en"": ""F-8 Church"", ""name:ur"": ""ایف-8 چرچ"", ""religion"": ""christian""}"
247876724,node,amenity,place_of_worship,,,33.7241547,73.0743635,"{""amenity"": ""place_of_worship"", ""created_by"": ""Potlatch 0.7b"", ""denomination"": ""sunni"", ""religion"": ""muslim""}"
256218900,node,amenity,place_of_worship,,,33.7304298,73.0744925,"{""amenity"": ""place_of_worship"", ""created_by"": ""Potlatch 0.8a"", ""denomination"": ""sunni"", ""is_in"": ""F-6/3, Islamabad"", ""religion"": ""muslim""}"
