id,osm_id,osm_geom_type,osm_tag_key,osm_tag_value,name,name_ur,name_en,alt_name,description_raw,lat,lon,city,province,country,brand,operator,wikidata,description_final,clean_text,normalized_text,adj_noun_pairs
7513971a-17b0-5bd2-ad02-c75e36e98b10,3387444625,node,shop,mall,ADIL PLAZA / عادل پلازا,,,,,33.7673217,72.3585041,Attock,Punjab,Pakistan,,,,ADIL PLAZA / عادل پلازا mall shop,adil plaza              mall shop,adil shopping_mall mall shop,mall_shop
aa3d1785-72c7-5af9-8ae4-d971462c7cd4,4404033214,node,amenity,place_of_worship,Noor e Mustafa Masjid,,,,,33.7608158,72.3686595,Attock,Punjab,Pakistan,,,,Noor e Mustafa Masjid place_of_worship amenity,noor e mustafa masjid place of worship amenity,noor e mustafa mosque place of worship amenity,"mosque_place, worship_amenity"
12c25789-a9af-5584-8626-eedc027b8ae9,2923683161,node,place,suburb,Attock Cantonment,,,,,33.7631846,72.3679336,Attock,Punjab,Pakistan,,,,Attock Cantonment suburb place,attock cantonment suburb place,attock cantonment suburb place,"cantonment_suburb, suburb_place"
e7b3b17c-8c0b-536d-a84f-f20190add5f8,2279562973,node,historic,monument,Environmental Park,,,,,33.7723681,72.3528314,Attock,Punjab,Pakistan,,,,Environmental Park monument historic,environmental park monument historic,environmental park monument historic,
8f4f770b-50d0-560f-9f36-31bd92b14b55,3387477825,node,amenity,place_of_worship,Masjid Hanafia / جامع مسجد حنفیہ,,,,,33.7696226,72.3563142,Attock,Punjab,Pakistan,,,,Masjid Hanafia / جامع مسجد حنفیہ place_of_worship amenity,masjid hanafia                   place of worship amenity,mosque hanafia place of worship amenity,worship_amenity
a412da42-b818-5190-99af-f5ed97fd4bca,3387488768,node,amenity,parking,,,,,,33.7713588,72.3565849,Attock,Punjab,Pakistan,,,,nan parking amenity,nan parking amenity,nan parking amenity,
055c6f7f-8f96-501e-be20-c7ee5405776a,3387494160,node,amenity,parking,,,,,,33.7707464,72.3534262,Attock,Punjab,Pakistan,,,,nan parking amenity,nan parking amenity,nan parking amenity,
49580506-e1f2-5894-a291-7a5b7830d476,3387498885,node,tourism,attraction,فوارہ چوک,,Fawara Chowk,,,33.7704643,72.3559137,Attock,Punjab,Pakistan,,,,فوارہ چوک attraction tourism,attraction tourism,attraction tourism,attraction_tourism
a4d8a232-d74c-5590-91dd-e890371913be,3387503203,node,amenity,bank,Mezaan Bank,,,,,33.7703981,72.3561202,Attock,Punjab,Pakistan,,,,Mezaan Bank bank amenity,mezaan bank bank amenity,mezaan bank bank amenity,
b5901335-1965-5e8d-be15-b19c4dd0f4ef,4989673622,node,amenity,atm,,,,,,33.7715857,72.3537386,Attock,Punjab,Pakistan,,Askari Bank,,nan atm amenity,nan atm amenity,nan atm amenity,
f7fd6470-931b-586b-a86a-c8efabce2a4a,4992209022,node,amenity,bank,عسکری بینک,عسکری بینک,Askari Bank,,,33.771591,72.3537185,Attock,Punjab,Pakistan,عسکری بینک,,,عسکری بینک bank amenity,bank amenity,bank amenity,
ff375dc7-562c-5b1f-a754-634ddc926c4f,263734904,node,place,city,اٹک,اٹک,Attock,,,33.7695323,72.3610911,Attock,Punjab,Pakistan,,,Q1973073,اٹک city place,city place,city place,city_place
037c5fcb-f86e-5014-8cd1-b51537609274,2923637040,node,amenity,fuel,پاکستان اسٹیٹ آئل,پاکستان اسٹیٹ آئل,Pakistan State Oil,,,33.7716567,72.3592162,Attock,Punjab,Pakistan,پاکستان اسٹیٹ آئل,,,پاکستان اسٹیٹ آئل fuel amenity,fuel amenity,fuel amenity,fuel_amenity
b5d56a9e-f3a6-5d98-b4c9-666e92a16b6f,2923637041,node,amenity,police,Attock Police Station,,,,,33.7720707,72.3606153,Attock,Punjab,Pakistan,,,,Attock Police Station police amenity,attock police station police amenity,attock police station police amenity,"attock_police, police_station, station_police, police_amenity"
96ca9beb-19ae-5e69-9837-205ddf62dab7,3387419150,node,amenity,bank,National Bank,,,,,33.7719257,72.3620809,Attock,Punjab,Pakistan,,,,National Bank bank amenity,national bank bank amenity,national bank bank amenity,
8e02538b-ee0d-5323-964b-2be858ffaece,3387437177,node,amenity,place_of_worship,Imam Bargah Central / مرکزی امام بارگاہ,مرکزی امام بارگاہ,Imam Bargah Central,,,33.7676427,72.3618448,Attock,Punjab,Pakistan,,,,Imam Bargah Central / مرکزی امام بارگاہ place_of_worship amenity,imam bargah central                     place of worship amenity,imam bargah central place of worship amenity,"imam_bargah, central_place, worship_amenity"
214744cc-ed52-58cd-a605-2546489fed3c,3387437184,node,amenity,fuel,Safe way CNG,,,,,33.7686479,72.3629369,Attock,Punjab,Pakistan,,,,Safe way CNG fuel amenity,safe way cng fuel amenity,safe way cng fuel amenity,"safe_way, way_cng, cng_fuel, fuel_amenity"
c37a497c-9540-5b13-b551-18fba1d19e01,3387443567,node,shop,furniture,Wahid furniture House,,,,,33.7679022,72.3607772,Attock,Punjab,Pakistan,,,,Wahid furniture House furniture shop,wahid furniture house furniture shop,wahid furniture house furniture shop,furniture_shop
c264bfda-8f18-581c-872a-6327ba2c1b1a,3387443568,node,shop,furniture,Furniture shop,,,,,33.7677947,72.3605921,Attock,Punjab,Pakistan,,,,Furniture shop furniture shop,furniture shop furniture shop,furniture shop furniture shop,"furniture_shop, shop_furniture, furniture_shop"
7827d73a-3851-52bf-9aee-60291ee8f57f,3387447773,node,shop,furniture,Shalimar Furniture house,,,,,33.768082,72.3598342,Attock,Punjab,Pakistan,,,,Shalimar Furniture house furniture shop,shalimar furniture house furniture shop,shalimar furniture house furniture shop,furniture_shop
98bdb298-8d49-54d7-970d-eb25dcbfd1c0,3387347851,node,amenity,fuel,CNG Station,,,,,33.7744896,72.3608245,Attock,Punjab,Pakistan,,Shell,,CNG Station fuel amenity,cng station fuel amenity,cng station fuel amenity,"cng_station, station_fuel, fuel_amenity"
eccd7007-ec25-5058-a4a3-4085ff25cba8,2923637023,node,amenity,place_of_worship,,,,,,33.7688428,72.3655593,Attock,Punjab,Pakistan,,,,nan place_of_worship amenity,nan place of worship amenity,nan place of worship amenity,worship_amenity
9306777e-23ce-5884-b733-b7c28e9bd828,218730370,way,landuse,residential,,,,,,33.7506449,72.3471248,Attock,Punjab,Pakistan,,,,nan residential landuse,nan residential landuse,nan residential landuse,residential_landuse
54cf857f-dbda-5bcb-ae7c-e8730754776b,218730366,way,landuse,cemetery,,,,,,33.7535655,72.3415446,Attock,Punjab,Pakistan,,,,nan cemetery landuse,nan cemetery landuse,nan cemetery landuse,cemetery_landuse
67dc81af-43cb-55cb-828c-72a8fafe31c4,218730369,way,landuse,cemetery,,,,,,33.7507444,72.3433054,Attock,Punjab,Pakistan,,,,nan cemetery landuse,nan cemetery landuse,nan cemetery landuse,cemetery_landuse
4337da42-8af7-56e7-9057-26479e8e8021,331650911,way,leisure,park,R Block Park,,,,,33.768756,72.348553,Attock,Punjab,Pakistan,,,,R Block Park park leisure,r block park park leisure,r block park park leisure,"block_park, park_park, park_leisure"
ab7ea060-d15d-5bc5-8fe2-b624ea982230,288809474,way,leisure,park,,,,,,33.7723503,72.3526342,Attock,Punjab,Pakistan,,,,nan park leisure,nan park leisure,nan park leisure,
c7993c39-70e4-5f9b-a06d-7e2c51ee9527,455034164,way,public_transport,platform,,,,,,33.7745676,72.351839,Attock,Punjab,Pakistan,,,,nan platform public_transport,nan platform public transport,nan platform public transport,public_transport
64e959d5-2c1c-511f-aecd-16d03360bf20,331634836,way,landuse,commercial,Kamal Pur Syedan / کمال پور,,,,,33.767363,72.3625904,Attock,Punjab,Pakistan,,,,Kamal Pur Syedan / کمال پور commercial landuse,kamal pur syedan            commercial landuse,kamal pur syedan commercial landuse,commercial_landuse
0f13697a-43dc-5556-be73-3ace551a7507,331637926,way,amenity,place_of_worship,Sheriah-Masjid  / شریعہ مسجد,,,,,33.7665991,72.3573179,Attock,Punjab,Pakistan,,,,Sheriah-Masjid  / شریعہ مسجد place_of_worship amenity,sheriah masjid               place of worship amenity,sheriah mosque place of worship amenity,"mosque_place, worship_amenity"
9b1df820-049b-5807-b933-a41cc758cfd4,331637564,way,landuse,cemetery,Gora Qabristan / گورا قبرستان,,Christian Cementer,,,33.7654346,72.3601642,Attock,Punjab,Pakistan,,,,Gora Qabristan / گورا قبرستان cemetery landuse,gora qabristan                cemetery landuse,gora qabristan cemetery landuse,
77b7de35-73e1-5016-a97e-109974f1b92d,288810326,way,shop,mall,Zamzama Shopping Mall,,,,,33.7668508,72.3660917,Attock,Punjab,Pakistan,,,,Zamzama Shopping Mall mall shop,zamzama shopping mall mall shop,zamzama shopping mall mall shop,"zamzama_shopping, shopping_mall, mall_mall, mall_shop"
c08658a9-8921-5c4b-b9c7-501031dc61fa,368781199,way,leisure,park,,,,,,33.7661508,72.3665137,Attock,Punjab,Pakistan,,,,nan park leisure,nan park leisure,nan park leisure,
ead5e0fc-f603-5f22-81ca-083bdc3decdf,331632885,way,amenity,taxi,Taxi Stand,,,,,33.7725068,72.3590832,Attock,Punjab,Pakistan,,,,Taxi Stand taxi amenity,taxi stand taxi amenity,taxi stand taxi amenity,taxi_amenity
6c9326d0-f337-567b-8f6f-efd3b997188f,331634303,way,amenity,courthouse,Attock District Courts / اٹک ڈسرکٹ کچھری,,,,,33.7729348,72.3618345,Attock,Punjab,Pakistan,,,,Attock District Courts / اٹک ڈسرکٹ کچھری courthouse amenity,attock district courts                   courthouse amenity,attock district courts courthouse amenity,"attock_district, district_courts"
cbb7a0db-e3ad-58a8-a60a-bc827ded49f1,331635648,way,leisure,park,Ziarat Public Park / زیارت پارک,,,,,33.7707654,72.3623989,Attock,Punjab,Pakistan,,,,Ziarat Public Park / زیارت پارک park leisure,ziarat public park              park leisure,ziarat public park park leisure,park_leisure
0c385de7-29ac-5486-b7cd-48f11acb3ffc,288809475,way,leisure,pitch,LALAZAR Stadium / لالازار سٹیڈیم,,,,,33.7718333,72.3583218,Attock,Punjab,Pakistan,,,,LALAZAR Stadium / لالازار سٹیڈیم pitch leisure,lalazar stadium                  pitch leisure,lalazar stadium pitch leisure,"stadium_pitch, pitch_leisure"
b878c601-c7c8-5ded-8e72-2fa77f42c81f,331632721,way,amenity,police,Police Lines,,,,,33.7756368,72.3628063,Attock,Punjab,Pakistan,,,,Police Lines police amenity,police lines police amenity,police lines police amenity,"police_lines, lines_police, police_amenity"
09dbb523-b222-5243-ad05-41a1f96eec0c,331634304,way,amenity,police,DPO  House,,,,,33.7734436,72.3634972,Attock,Punjab,Pakistan,,Attock district Gov.,,DPO  House police amenity,dpo  house police amenity,dpo house police amenity,police_amenity
35c61c92-0fb4-5a93-b31a-a9249baa79d7,331643399,way,amenity,place_of_worship,Church - Attock,,,,,33.7749523,72.3598015,Attock,Punjab,Pakistan,,,,Church - Attock place_of_worship amenity,church   attock place of worship amenity,church attock place of worship amenity,"attock_place, worship_amenity"
9b98bae8-5e36-5599-98d7-27436a4acc9a,288676801,way,leisure,park,Jinnah Park,,,,,33.7692536,72.3675479,Attock,Punjab,Pakistan,,,,Jinnah Park park leisure,jinnah park park leisure,jinnah park park leisure,park_leisure
fac09076-ff5a-583c-82e8-3a83946293d4,331634305,way,leisure,stadium,Attock Stadium,,,,,33.7726329,72.3666487,Attock,Punjab,Pakistan,,,,Attock Stadium stadium leisure,attock stadium stadium leisure,attock stadium stadium leisure,"stadium_stadium, stadium_leisure"
4a55df5b-816c-53a1-aab4-91462bc4ad3f,3387131308,node,leisure,playground,COMSATS Attock Cricket ground  - Attock,,,,,33.7808597,72.3500967,Attock,Punjab,Pakistan,,,,COMSATS Attock Cricket ground  - Attock playground leisure,comsats attock cricket ground    attock playground leisure,comsats attock cricket park attock playground leisure,"cricket_park, park_attock, attock_playground, playground_leisure"
840b9043-29a2-51d0-a4bf-c8956bff8416,3456861294,node,amenity,police,Anti-Narcutics Force,,,,,33.7843074,72.3577836,Attock,Punjab,Pakistan,,,,Anti-Narcutics Force police amenity,anti narcutics force police amenity,anti narcutics force police amenity,police_amenity
4ca367c0-ee01-552f-a459-b5eb830f4c63,2744192660,node,place,suburb,Dar-ul-Islam Colony,,,,,33.7822736,72.3632325,Attock,Punjab,Pakistan,,,,Dar-ul-Islam Colony suburb place,dar ul islam colony suburb place,dar ul islam neighborhood suburb place,"neighborhood_suburb, suburb_place"
7e63cc14-21f7-58f9-8cb1-dd7f731c18dd,3387132177,node,amenity,fire_station,Fire brigade,,,,,33.7805908,72.3586658,Attock,Punjab,Pakistan,,,,Fire brigade fire_station amenity,fire brigade fire station amenity,fire brigade fire station amenity,"brigade_fire, fire_station, station_amenity"
d2fbcfb9-8635-5a33-be97-e785e9cd66cc,3387555269,node,leisure,park,DHQ Park / پارک,,,,,33.7828667,72.3596089,Attock,Punjab,Pakistan,,,,DHQ Park / پارک park leisure,dhq park        park leisure,dhq park park leisure,"park_park, park_leisure"
4a5945c5-01a5-5c64-b73b-106236b846fa,3387205983,node,amenity,fuel,CNG Pump,,,,,33.7928817,72.3600041,Attock,Punjab,Pakistan,,,,CNG Pump fuel amenity,cng pump fuel amenity,cng pump fuel amenity,fuel_amenity
52523e1b-0d15-5cb3-b2f8-9fef258fd05f,3387205988,node,amenity,restaurant,Village Shanwari Tikka Hut,,,,,33.7931374,72.3601807,Attock,Punjab,Pakistan,,,,Village Shanwari Tikka Hut restaurant amenity,village shanwari tikka hut restaurant amenity,village shanwari tikka hut restaurant amenity,restaurant_amenity
6cc42dd6-aa08-54c5-b118-33c39e93c775,3387248981,node,amenity,place_of_worship,Furqaan Masjid /مسجد فرقان,,,,,33.789047,72.3604071,Attock,Punjab,Pakistan,,,,Furqaan Masjid /مسجد فرقان place_of_worship amenity,furqaan masjid             place of worship amenity,furqaan mosque place of worship amenity,"mosque_place, worship_amenity"
059640d0-d218-5572-801c-5e6ffd1e59fe,3387286994,node,shop,mall,SANA Plaza,,,,,33.7882292,72.3596692,Attock,Punjab,Pakistan,,,,SANA Plaza mall shop,sana plaza mall shop,sana shopping_mall mall shop,mall_shop
303cae0f-c7eb-5b00-ae20-1abab126f8eb,3387153792,node,amenity,fuel,Caltex,,,,,33.8122609,72.3608334,Attock,Punjab,Pakistan,,c,,Caltex fuel amenity,caltex fuel amenity,caltex fuel amenity,"caltex_fuel, fuel_amenity"
fe1ce9fb-0077-5ec7-8b07-e9d66e58252a,331628838,way,landuse,residential,Daar Al Salam Colony / دآر السلام کولونی,,,,,33.7848381,72.362274,Attock,Punjab,Pakistan,,,,Daar Al Salam Colony / دآر السلام کولونی residential landuse,daar al salam colony                     residential landuse,daar al salam neighborhood residential landuse,residential_landuse
79cfefce-4f6f-5208-b51e-cf84e773fb4a,1104071195,way,leisure,stadium,City Cricket Stadium - Attock,,,,,33.7812001,72.3545549,Attock,Punjab,Pakistan,,,,City Cricket Stadium - Attock stadium leisure,city cricket stadium   attock stadium leisure,city cricket stadium attock stadium leisure,"attock_stadium, stadium_leisure"
70e03e6b-e984-5583-b6c7-6831ffb55b2b,331626553,way,landuse,residential,Mehria Town,,,,,33.805706,72.3539303,Attock,Punjab,Pakistan,,,,Mehria Town residential landuse,mehria town residential landuse,mehria town residential landuse,residential_landuse
bf6206ac-b195-54e6-8134-9315273aba07,331627234,way,leisure,park,Peoples Colony Ground,,,,,33.7910756,72.358104,Attock,Punjab,Pakistan,,,,Peoples Colony Ground park leisure,peoples colony ground park leisure,peoples neighborhood park park leisure,"peoples_neighborhood, neighborhood_park, park_park, park_leisure"
c0a44e99-0bf7-5493-862e-8140761e520c,331627512,way,landuse,residential,People Colony / پیپل کولونی,,,,,33.7916137,72.3559393,Attock,Punjab,Pakistan,,,,People Colony / پیپل کولونی residential landuse,people colony               residential landuse,people neighborhood residential landuse,"people_neighborhood, residential_landuse"
9cb226fa-7e26-572e-9d87-82e3f72be271,331627573,way,landuse,residential,Officers Colony / آفسر کولونی,,,,,33.7874862,72.3580984,Attock,Punjab,Pakistan,,,,Officers Colony / آفسر کولونی residential landuse,officers colony               residential landuse,officers neighborhood residential landuse,"officers_neighborhood, residential_landuse"
b84c5257-79b1-5fbc-8334-33f5b2828744,331627318,way,landuse,commercial,Peoples Colony Market / مپیپل کولونی مارکیٹ,,,,,33.7910073,72.3588991,Attock,Punjab,Pakistan,,,,Peoples Colony Market / مپیپل کولونی مارکیٹ commercial landuse,peoples colony market                       commercial landuse,peoples neighborhood market commercial landuse,"peoples_neighborhood, neighborhood_market, commercial_landuse"
2f8e21a0-e1d9-59a8-b225-f431dc67f59e,331627235,way,landuse,residential,Madani Colony,,,,,33.796095,72.357419,Attock,Punjab,Pakistan,,,,Madani Colony residential landuse,madani colony residential landuse,madani neighborhood residential landuse,residential_landuse
61a6ed20-1661-5604-b148-b7a4161d71f6,331626245,way,landuse,residential,Maryam colony,,,,,33.8096545,72.3571599,Attock,Punjab,Pakistan,,,,Maryam colony residential landuse,maryam colony residential landuse,maryam neighborhood residential landuse,residential_landuse
29577756-6c09-56a7-8517-dcb476652509,920081423,way,amenity,fuel,Byco Petrol Pump And Tahir CNG Filling Station,,,,,33.8168849,72.3754163,Attock,Punjab,Pakistan,Byco Petrolrum,,,Byco Petrol Pump And Tahir CNG Filling Station fuel amenity,byco petrol pump and tahir cng filling station fuel amenity,byco petrol pump and tahir cng filling station fuel amenity,"petrol_pump, cng_filling, filling_station, station_fuel, fuel_amenity"
edbb74e9-2a01-5ac5-8d36-9919702fa3dd,9559965346,node,place,village,ڈھوک جوندہ,,Dhoke Jawinda,,,33.7003939,72.3753176,Attock,Punjab,Pakistan,,,,ڈھوک جوندہ village place,village place,village place,village_place
ce146d21-26c0-51a2-a413-2239018ccda5,9559965345,node,place,village,Dhoke Sawain,,,,,33.7170699,72.4111978,Attock,Punjab,Pakistan,,,,Dhoke Sawain village place,dhoke sawain village place,dhoke sawain village place,"sawain_village, village_place"
e0897eba-ef5b-53db-8379-ffc308ea3270,11776453186,node,place,village,بولیانوال,,Bolianwal,,,33.721104,72.4109073,Attock,Punjab,Pakistan,,,,بولیانوال village place,village place,village place,village_place
8ff54e08-716b-5cbd-8c25-d1de5921639c,1267988385,way,landuse,residential,,,,,,33.7173375,72.4110845,Attock,Punjab,Pakistan,,,,nan residential landuse,nan residential landuse,nan residential landuse,residential_landuse
7ba4a35f-c3d4-52bc-97b5-f9898a0ff9eb,868965635,node,place,village,Mirza,,,,,33.7696832,72.391583,Attock,Punjab,Pakistan,,,,Mirza village place,mirza village place,mirza village place,village_place
8c7868fb-10fc-5191-9f3b-538205805d93,1206858828,way,natural,water,,,,,,33.7443547,72.3895517,Attock,Punjab,Pakistan,,,,nan water natural,nan water natural,nan water natural,
5e392bda-6bdf-594d-ac5a-afff585d3f10,331631416,way,leisure,park,Army park,,,,,33.7734084,72.378474,Attock,Punjab,Pakistan,,,,Army park park leisure,army park park leisure,army park park leisure,"park_park, park_leisure"
7a9f1453-6e28-529a-acd2-e99fab33a0e0,1206856094,way,landuse,residential,,,,,,33.7611753,72.390469,Attock,Punjab,Pakistan,,,,nan residential landuse,nan residential landuse,nan residential landuse,residential_landuse
a13f8761-9640-51e5-95a6-abe286a9f627,1206864805,way,natural,wood,,,,,,33.7624577,72.3894619,Attock,Punjab,Pakistan,,,,nan wood natural,nan wood natural,nan wood natural,
14bff863-e5cd-5b38-ab8a-c0005c708a1e,1206868262,way,natural,wood,,,,,,33.7655831,72.3904577,Attock,Punjab,Pakistan,,,,nan wood natural,nan wood natural,nan wood natural,
3d1ee78d-c423-5314-920d-ffe6c633ba2d,1206868263,way,natural,wood,,,,,,33.7628744,72.3888621,Attock,Punjab,Pakistan,,,,nan wood natural,nan wood natural,nan wood natural,
debdf1f6-becb-54d7-bc07-d126bfeb0990,1206918958,way,natural,wood,,,,,,33.7654844,72.3907915,Attock,Punjab,Pakistan,,,,nan wood natural,nan wood natural,nan wood natural,
90b0854c-4611-5a34-9360-dd450ead5065,1206918959,way,natural,wood,,,,,,33.7676679,72.3923352,Attock,Punjab,Pakistan,,,,nan wood natural,nan wood natural,nan wood natural,
28d6530b-71fd-5bc4-ac20-9da6d6b39e9d,331629182,way,leisure,stadium,Army Stadium,,,,,33.7747281,72.3797085,Attock,Punjab,Pakistan,,,,Army Stadium stadium leisure,army stadium stadium leisure,army stadium stadium leisure,"stadium_stadium, stadium_leisure"
d4c7cf6b-a058-5ae5-98d4-91ea6f0f3d1b,331629181,way,leisure,stadium,Parade Grounds,,,,,33.7809619,72.3792165,Attock,Punjab,Pakistan,,,,Parade Grounds stadium leisure,parade grounds stadium leisure,parade grounds stadium leisure,"parade_grounds, grounds_stadium, stadium_leisure"
6b68ff7d-ba52-5715-8e71-f16c34c9d053,998672836,way,aeroway,aerodrome,Minhas,,,,,33.8643997,72.4043516,Attock,Punjab,Pakistan,,,Q3696026,Minhas aerodrome aeroway,minhas aerodrome aeroway,minhas aerodrome aeroway,
9e618ecc-1269-5ea5-b643-33de31eecbe4,9559936330,node,place,village,Bura,,,,,33.770327,72.4195915,Attock,Punjab,Pakistan,,,,Bura village place,bura village place,bura village place,"bura_village, village_place"
587646d2-e442-58f4-9def-6369fc7f575b,9559936329,node,place,village,Sanjwal,,,,,33.7608275,72.4329548,Attock,Punjab,Pakistan,,,,Sanjwal village place,sanjwal village place,sanjwal village place,village_place
1b33f214-2a02-5efb-ad21-6dbe9aea9d41,1144800077,way,natural,scrub,,,,,,33.7772271,72.4324775,Attock,Punjab,Pakistan,,,,nan scrub natural,nan scrub natural,nan scrub natural,
f0c5ebc6-6158-51c7-afa0-76dcd709f62b,2922705320,node,landuse,industrial,Pakistan Ordnance Factories,,,,,33.785697,72.4161581,Attock,Punjab,Pakistan,,,,Pakistan Ordnance Factories industrial landuse,pakistan ordnance factories industrial landuse,pakistan ordnance factories industrial landuse,"pakistan_ordnance, ordnance_factories, industrial_landuse"
9a42395f-bac6-5683-9303-02441925596c,2432186131,node,railway,station,سنجوال,سنجوال,Sanjwal,,,33.8092965,72.4330079,Attock,Punjab,Pakistan,,,Q18516033,سنجوال station railway,station railway,station railway,station_railway
a555c591-9268-51a0-b5aa-b6be816d1b21,1144800076,way,natural,scrub,,,,,,33.7822403,72.4479425,Attock,Punjab,Pakistan,,,,nan scrub natural,nan scrub natural,nan scrub natural,
dcd84be9-80b1-5725-980e-c1dbc943700b,1251535105,way,landuse,residential,,,,,,33.8015691,72.4272945,Attock,Punjab,Pakistan,,,,nan residential landuse,nan residential landuse,nan residential landuse,residential_landuse
940bbb21-b857-5b27-b2a4-cb08f22047bb,5313229324,node,amenity,place_of_worship,مسجد بلال,مسجد بلال,Bilal Masjid,,,33.8384017,72.4231155,Attock,Punjab,Pakistan,,,,مسجد بلال place_of_worship amenity,place of worship amenity,place of worship amenity,worship_amenity
