osm_id,element_type,category,description,name,name_en,name_ur,language,location,osm_tag_key,osm_tag_value,source,coordinates,latitude,longitude,all_tags,collected_at
1224175043,node,amenities,Charsadda Bus Terminal,Charsadda Bus Terminal,,,English,Peshawar,amenity,bus_station,OSM,"[Decimal('71.5768599'), Decimal('34.0297920')]",34.0297920,71.5768599,"{'amenity': 'bus_station', 'name': 'Charsadda Bus Terminal'}",2025-07-29T09:21:27.475343
1224175058,node,amenities,شاہی باغ مسجد (Shahi Bagh Masdjid),شاہی باغ مسجد,Shahi Bagh Masdjid,شاہی باغ مسجد,Urdu,Peshawar,amenity,place_of_worship,OSM,"[Decimal('71.5734482'), Decimal('34.0202953')]",34.0202953,71.5734482,"{'amenity': 'place_of_worship', 'name': 'شاہی باغ مسجد', 'name:en': 'Shahi Bagh Masdjid', 'name:ur': 'شاہی باغ مسجد', 'religion': 'muslim'}",2025-07-29T09:21:27.476343
1224175061,node,amenities,مسجد,مسجد,,مسجد,Urdu,Peshawar,amenity,place_of_worship,OSM,"[Decimal('71.5795003'), Decimal('34.0202251')]",34.0202251,71.5795003,"{'addr:city': 'پشاور', 'amenity': 'place_of_worship', 'name': 'مسجد', 'name:ur': 'مسجد', 'religion': 'muslim'}",2025-07-29T09:21:27.476343
1224175063,node,amenities,Mayor's Office,Mayor's Office,,,English,Peshawar,amenity,townhall,OSM,"[Decimal('71.5716457'), Decimal('34.0174853')]",34.0174853,71.5716457,"{'amenity': 'townhall', 'name': ""Mayor's Office""}",2025-07-29T09:21:27.476343
1224286127,node,amenities,Kidney Disease Centre,Kidney Disease Centre,,,English,Peshawar,amenity,hospital,OSM,"[Decimal('71.4465687'), Decimal('33.9918034')]",33.9918034,71.4465687,"{'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Kidney Disease Centre'}",2025-07-29T09:21:27.476343
1224286131,node,amenities,Post Graduate Medical Institute,Post Graduate Medical Institute,,,English,Peshawar,amenity,school,OSM,"[Decimal('71.4446561'), Decimal('33.9936813')]",33.9936813,71.4446561,"{'amenity': 'school', 'name': 'Post Graduate Medical Institute'}",2025-07-29T09:21:27.476343
1224286143,node,amenities,College of Physicians and Surgeons,College of Physicians and Surgeons,,,English,Peshawar,amenity,school,OSM,"[Decimal('71.4519332'), Decimal('33.9933690')]",33.9933690,71.4519332,"{'amenity': 'school', 'name': 'College of Physicians and Surgeons'}",2025-07-29T09:21:27.476343
1224404628,node,amenities,ILM,ILM,,,English,Peshawar,amenity,school,OSM,"[Decimal('71.4339076'), Decimal('33.9887068')]",33.9887068,71.4339076,"{'amenity': 'school', 'name': 'ILM'}",2025-07-29T09:21:27.476343
1224404630,node,amenities,Pharma,Pharma,,,English,Peshawar,amenity,pharmacy,OSM,"[Decimal('71.4509139'), Decimal('33.9941695')]",33.9941695,71.4509139,"{'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharma'}",2025-07-29T09:21:27.476343
1224404638,node,amenities,University of Engineering and Technology Continueing Education Department,University of Engineering and Technology Continueing Education Department,,,English,Peshawar,amenity,school,OSM,"[Decimal('71.4349409'), Decimal('33.9889920')]",33.9889920,71.4349409,"{'amenity': 'school', 'name': 'University of Engineering and Technology Continueing Education Department'}",2025-07-29T09:21:27.476343
1224404640,node,amenities,Imamia,Imamia,,,English,Peshawar,amenity,place_of_worship,OSM,"[Decimal('71.4380286'), Decimal('33.9936536')]",33.9936536,71.4380286,"{'amenity': 'place_of_worship', 'name': 'Imamia', 'religion': 'muslim'}",2025-07-29T09:21:27.476343
1224404641,node,amenities,Frontier Youth Academy,Frontier Youth Academy,,,English,Peshawar,amenity,school,OSM,"[Decimal('71.4524803'), Decimal('33.9892859')]",33.9892859,71.4524803,"{'amenity': 'school', 'name': 'Frontier Youth Academy'}",2025-07-29T09:21:27.476343
1224404644,node,amenities,پاکستان اسٹیٹ آئل (Pakistan State Oil),پاکستان اسٹیٹ آئل,Pakistan State Oil,پاکستان اسٹیٹ آئل,Urdu,Peshawar,amenity,fuel,OSM,"[Decimal('71.4430711'), Decimal('33.9942051')]",33.9942051,71.4430711,"{'amenity': 'fuel', 'brand': 'پاکستان اسٹیٹ آئل', 'brand:ar': 'پاکستان اسٹیٹ آئل', 'brand:en': 'Pakistan State Oil', 'brand:ks': 'پاکستان اسٹیٹ آئل', 'brand:pa': 'ਪਾਕਸਤਾਨ ਸਟੇਟ ਆਇਲ', 'brand:pnb': 'پاکستان سٹیٹ آئیل', 'brand:ur': 'پاکستان اسٹیٹ آئل', 'brand:wikidata': 'Q2741455', 'brand:wikipedia': 'ur:پاکستان اسٹیٹ آئل', 'brand:wikipedia:ur': 'پاکستان اسٹیٹ آئل', 'name': 'پاکستان اسٹیٹ آئل', 'name:ar': 'النفط الحكومية الباكستانية', 'name:en': 'Pakistan State Oil', 'name:ks': 'پاکستان اسٹیٹ آئل', 'name:pa': 'ਪਾਕਸਤਾਨ ਸਟੇਟ ਆਇਲ', 'name:pnb': 'پاکستان سٹیٹ آئل', 'name:sd': 'پاڪستان اسٽيٽ آئل', 'name:ur': 'پاکستان اسٹیٹ آئل', 'short_name': 'پی ایس او', 'short_name:en': 'PSO', 'short_name:ur': 'پی ایس او'}",2025-07-29T09:21:27.476343
1224404650,node,amenities,Frontier Children's Academy,Frontier Children's Academy,,,English,Peshawar,amenity,school,OSM,"[Decimal('71.4504923'), Decimal('33.9884636')]",33.9884636,71.4504923,"{'amenity': 'school', 'name': ""Frontier Children's Academy""}",2025-07-29T09:21:27.476343
1224404657,node,amenities,Northwest General Hospital & Research Center,Northwest General Hospital & Research Center,,,English,Peshawar,amenity,hospital,OSM,"[Decimal('71.4359040'), Decimal('33.9939681')]",33.9939681,71.4359040,"{'amenity': 'hospital', 'emergency': 'yes', 'healthcare': 'hospital', 'name': 'Northwest General Hospital & Research Center'}",2025-07-29T09:21:27.476343
1224404664,node,amenities,FIA Headquarters Peshawar,FIA Headquarters Peshawar,,,English,Peshawar,amenity,police,OSM,"[Decimal('71.4371439'), Decimal('33.9930236')]",33.9930236,71.4371439,"{'amenity': 'police', 'name': 'FIA Headquarters Peshawar'}",2025-07-29T09:21:27.476343
1224854852,node,amenities,Hayatabad Police Station,Hayatabad Police Station,,,English,Peshawar,amenity,police,OSM,"[Decimal('71.4431784'), Decimal('33.9824626')]",33.9824626,71.4431784,"{'amenity': 'police', 'name': 'Hayatabad Police Station'}",2025-07-29T09:21:27.476343
1224866278,node,amenities,Zarghoni Masjid,Zarghoni Masjid,,,English,Peshawar,amenity,place_of_worship,OSM,"[Decimal('71.4385517'), Decimal('33.9715538')]",33.9715538,71.4385517,"{'amenity': 'place_of_worship', 'building': 'mosque', 'name': 'Zarghoni Masjid', 'religion': 'muslim'}",2025-07-29T09:21:27.476343
1224866279,node,amenities,SDPO Office,SDPO Office,,,English,Peshawar,amenity,police,OSM,"[Decimal('71.4392302'), Decimal('33.9729429')]",33.9729429,71.4392302,"{'amenity': 'police', 'name': 'SDPO Office'}",2025-07-29T09:21:27.476343
1225241975,node,amenities,Bank al-Falah,Bank al-Falah,,,English,Peshawar,amenity,bank,OSM,"[Decimal('71.5455959'), Decimal('34.0024773')]",34.0024773,71.5455959,"{'amenity': 'bank', 'atm': 'yes', 'name': 'Bank al-Falah'}",2025-07-29T09:21:27.476343
1226368122,node,amenities,Jan's Deli;Naan Sense,Jan's Deli;Naan Sense,,,English,Peshawar,amenity,cafe,OSM,"[Decimal('71.4921445'), Decimal('33.9969444')]",33.9969444,71.4921445,"{'amenity': 'cafe', 'internet_access': 'wlan', 'name': ""Jan's Deli;Naan Sense""}",2025-07-29T09:21:27.476343
1226368129,node,amenities,Khyber Pakhtunkhwa Provincial Assembly,Khyber Pakhtunkhwa Provincial Assembly,,,English,Peshawar,amenity,townhall,OSM,"[Decimal('71.5665600'), Decimal('34.0141103')]",34.0141103,71.5665600,"{'amenity': 'townhall', 'name': 'Khyber Pakhtunkhwa Provincial Assembly'}",2025-07-29T09:21:27.476343
1226368131,node,amenities,Central Police Office,Central Police Office,,,English,Peshawar,amenity,police,OSM,"[Decimal('71.5561238'), Decimal('34.0094966')]",34.0094966,71.5561238,"{'amenity': 'police', 'name': 'Central Police Office'}",2025-07-29T09:21:27.476343
1226368841,node,amenities,Chief Grill,Chief Grill,,,English,Peshawar,amenity,restaurant,OSM,"[Decimal('71.4923809'), Decimal('33.9972917')]",33.9972917,71.4923809,"{'amenity': 'restaurant', 'cuisine': 'international', 'name': 'Chief Grill'}",2025-07-29T09:21:27.476343
1226378408,node,amenities,University Town Hall,University Town Hall,,,English,Peshawar,amenity,townhall,OSM,"[Decimal('71.4880847'), Decimal('33.9907252')]",33.9907252,71.4880847,"{'amenity': 'townhall', 'name': 'University Town Hall'}",2025-07-29T09:21:27.476343
1226378412,node,amenities,ICRC Wound Trauma Hospital,ICRC Wound Trauma Hospital,,,English,Peshawar,amenity,hospital,OSM,"[Decimal('71.4896082'), Decimal('33.9960712')]",33.9960712,71.4896082,"{'amenity': 'hospital', 'emergency': 'yes', 'healthcare': 'hospital', 'name': 'ICRC Wound Trauma Hospital'}",2025-07-29T09:21:27.476343
1226378418,node,amenities,Zia-ul Islam,Zia-ul Islam,,,English,Peshawar,amenity,place_of_worship,OSM,"[Decimal('71.4892542'), Decimal('33.9910365')]",33.9910365,71.4892542,"{'amenity': 'place_of_worship', 'name': 'Zia-ul Islam', 'religion': 'muslim'}",2025-07-29T09:21:27.476343
1226378419,node,amenities,Kazbah,Kazbah,,,English,Peshawar,amenity,restaurant,OSM,"[Decimal('71.4892220'), Decimal('33.9917304')]",33.9917304,71.4892220,"{'amenity': 'restaurant', 'cuisine': 'international', 'name': 'Kazbah'}",2025-07-29T09:21:27.476343
1226378422,node,amenities,Kulsoom Maternity Home,Kulsoom Maternity Home,,,English,Peshawar,amenity,hospital,OSM,"[Decimal('71.4917862'), Decimal('33.9911788')]",33.9911788,71.4917862,"{'amenity': 'hospital', 'check_date': '2024-11-16', 'emergency': 'no', 'healthcare': 'hospital', 'name': 'Kulsoom Maternity Home'}",2025-07-29T09:21:27.476343
1226378423,node,amenities,Bloomfield Hall School Junior,Bloomfield Hall School Junior,,,English,Peshawar,amenity,school,OSM,"[Decimal('71.4936852'), Decimal('33.9903605')]",33.9903605,71.4936852,"{'amenity': 'school', 'name': 'Bloomfield Hall School Junior', 'opening_hours': 'Mo-Sa 07:00-16:00'}",2025-07-29T09:21:27.476343
1226378424,node,amenities,Shakat Khanum Clinic,Shakat Khanum Clinic,,,English,Peshawar,amenity,hospital,OSM,"[Decimal('71.4913356'), Decimal('33.9908497')]",33.9908497,71.4913356,"{'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Shakat Khanum Clinic'}",2025-07-29T09:21:27.476343
1226378425,node,amenities,Gandhara College of Pharmacy,Gandhara College of Pharmacy,,,English,Peshawar,amenity,school,OSM,"[Decimal('71.4895761'), Decimal('33.9920417')]",33.9920417,71.4895761,"{'amenity': 'school', 'name': 'Gandhara College of Pharmacy'}",2025-07-29T09:21:27.476343
1226398110,node,amenities,Khyber Teaching Hospital - Accident and Emergency,Khyber Teaching Hospital - Accident and Emergency,,,English,Peshawar,amenity,hospital,OSM,"[Decimal('71.4870541'), Decimal('33.9959490')]",33.9959490,71.4870541,"{'amenity': 'hospital', 'emergency': 'yes', 'healthcare': 'hospital', 'name': 'Khyber Teaching Hospital - Accident and Emergency'}",2025-07-29T09:21:27.476343
1226713181,node,amenities,Habib Band Limited,Habib Band Limited,,,English,Peshawar,amenity,bank,OSM,"[Decimal('71.4893720'), Decimal('33.9955870')]",33.9955870,71.4893720,"{'amenity': 'bank', 'name': 'Habib Band Limited'}",2025-07-29T09:21:27.476343
1226713187,node,amenities,Thames Burger,Thames Burger,,,English,Peshawar,amenity,fast_food,OSM,"[Decimal('71.4946614'), Decimal('33.9986824')]",33.9986824,71.4946614,"{'amenity': 'fast_food', 'cuisine': 'burger', 'name': 'Thames Burger'}",2025-07-29T09:21:27.476343
1350054380,node,amenities,Fork restaurant,Fork restaurant,,,English,Peshawar,amenity,restaurant,OSM,"[Decimal('71.5594087'), Decimal('34.0204974')]",34.0204974,71.5594087,"{'amenity': 'restaurant', 'name': 'Fork restaurant', 'source': 'ABC'}",2025-07-29T09:21:27.476343
1350185146,node,amenities,Nangarhar Building,Nangarhar Building,,,English,Peshawar,amenity,townhall,OSM,"[Decimal('71.5760392'), Decimal('33.9818117')]",33.9818117,71.5760392,"{'alt_name': 'N', 'amenity': 'townhall', 'int_name': 'Nangarhar Building', 'name': 'Nangarhar Building'}",2025-07-29T09:21:27.476343
1458867747,node,amenities,GPO Multan,GPO Multan,,,English,Peshawar,amenity,post_office,OSM,"[Decimal('71.4550699'), Decimal('30.1894923')]",30.1894923,71.4550699,"{'amenity': 'post_office', 'name': 'GPO Multan'}",2025-07-29T09:21:27.476343
1473033393,node,amenities,UFC,UFC,,,English,Peshawar,amenity,restaurant,OSM,"[Decimal('71.5051531'), Decimal('30.2722710')]",30.2722710,71.5051531,"{'addr:housename': 'IMS', 'amenity': 'restaurant', 'cuisine': 'international', 'name': 'UFC', 'website': 'https://www.bzu.edu.pk/'}",2025-07-29T09:21:27.476343
1473041608,node,amenities,"Central Library, BZU Multan","Central Library, BZU Multan",,,English,Peshawar,amenity,library,OSM,"[Decimal('71.5052604'), Decimal('30.2716780')]",30.2716780,71.5052604,"{'amenity': 'library', 'designation': 'Central Library', 'name': 'Central Library, BZU Multan', 'source': 'www.bzu.edu.pk'}",2025-07-29T09:21:27.476343
1473085345,node,amenities,Central Cafe,Central Cafe,,,English,Peshawar,amenity,restaurant,OSM,"[Decimal('71.5049353'), Decimal('30.2712015')]",30.2712015,71.5049353,"{'amenity': 'restaurant', 'cuisine': 'regional', 'name': 'Central Cafe', 'source': '30.2704, 71.5051'}",2025-07-29T09:21:27.476343
1473086245,node,amenities,University Post Office,University Post Office,,,English,Peshawar,amenity,post_office,OSM,"[Decimal('71.5036693'), Decimal('30.2711273')]",30.2711273,71.5036693,"{'amenity': 'post_office', 'name': 'University Post Office', 'operator': 'Pakistan Post', 'source': '30.2708, 71.5031'}",2025-07-29T09:21:27.476343
1473135363,node,amenities,Bank Chowk Resturant,Bank Chowk Resturant,,,English,Peshawar,amenity,restaurant,OSM,"[Decimal('71.5033248'), Decimal('30.2709024')]",30.2709024,71.5033248,"{'amenity': 'restaurant', 'cuisine': 'regional', 'name': 'Bank Chowk Resturant', 'source': '30.2701, 71.5033'}",2025-07-29T09:21:27.476343
1921952396,node,amenities,Aik Minar Wali Masjid,Aik Minar Wali Masjid,,,English,Peshawar,amenity,place_of_worship,OSM,"[Decimal('71.4616660'), Decimal('30.1913950')]",30.1913950,71.4616660,"{'addr:city': 'ملتان', 'amenity': 'place_of_worship', 'building': 'mosque', 'name': 'Aik Minar Wali Masjid', 'religion': 'muslim'}",2025-07-29T09:21:27.476343
1921952398,node,amenities,Awano Wali Masjid Basti Awan Wali,Awano Wali Masjid Basti Awan Wali,,,English,Peshawar,amenity,place_of_worship,OSM,"[Decimal('71.4325050'), Decimal('30.1686070')]",30.1686070,71.4325050,"{'addr:city': 'ملتان', 'amenity': 'place_of_worship', 'building': 'mosque', 'name': 'Awano Wali Masjid Basti Awan Wali', 'religion': 'muslim'}",2025-07-29T09:21:27.476343
1921952399,node,amenities,Aam Khas Bagh School,Aam Khas Bagh School,,,English,Peshawar,amenity,school,OSM,"[Decimal('71.4808060'), Decimal('30.1964590')]",30.1964590,71.4808060,"{'addr:city': 'ملتان', 'amenity': 'school', 'name': 'Aam Khas Bagh School'}",2025-07-29T09:21:27.476343
1921952401,node,amenities,عبدلی مسجد (Abdali Masjid),عبدلی مسجد,Abdali Masjid,عبدلی مسجد,Urdu,Peshawar,amenity,place_of_worship,OSM,"[Decimal('71.4491770'), Decimal('30.1916310')]",30.1916310,71.4491770,"{'addr:city': 'ملتان', 'addr:street': 'عبدلی روڈ', 'amenity': 'place_of_worship', 'building': 'mosque', 'name': 'عبدلی مسجد', 'name:en': 'Abdali Masjid', 'name:ur': 'عبدلی مسجد', 'religion': 'muslim'}",2025-07-29T09:21:27.476343
1921952403,node,amenities,Abu Bakkar Mosque,Abu Bakkar Mosque,,,English,Peshawar,amenity,place_of_worship,OSM,"[Decimal('71.4666650'), Decimal('30.1847220')]",30.1847220,71.4666650,"{'addr:city': 'ملتان', 'amenity': 'place_of_worship', 'building': 'mosque', 'denomination': 'sunni', 'name': 'Abu Bakkar Mosque', 'religion': 'muslim'}",2025-07-29T09:21:27.476343
1921952404,node,amenities,Adamji Sajji,Adamji Sajji,,,English,Peshawar,amenity,restaurant,OSM,"[Decimal('71.4431109'), Decimal('30.1959931')]",30.1959931,71.4431109,"{'amenity': 'restaurant', 'name': 'Adamji Sajji'}",2025-07-29T09:21:27.476343
1921952405,node,amenities,Advance Computer and Fotostat,Advance Computer and Fotostat,,,English,Peshawar,amenity,school,OSM,"[Decimal('71.4380410'), Decimal('30.1805810')]",30.1805810,71.4380410,"{'amenity': 'school', 'name': 'Advance Computer and Fotostat'}",2025-07-29T09:21:27.476343
1921952406,node,amenities,Agha Khan Lab,Agha Khan Lab,,,English,Peshawar,amenity,pharmacy,OSM,"[Decimal('71.4499930'), Decimal('30.2024890')]",30.2024890,71.4499930,"{'addr:city': 'ملتان', 'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Agha Khan Lab'}",2025-07-29T09:21:27.476343
