id,osm_id,osm_geom_type,osm_tag_key,osm_tag_value,name,name_ur,name_en,alt_name,description_raw,lat,lon,city,province,country,brand,operator,wikidata,target_label
12c25789-a9af-5584-8626-eedc027b8ae9,2923683161,node,place,suburb,Attock Cantonment,,,,,33.7631846,72.3679336,Attock,Punjab,Pakistan,,,,place__suburb
e7b3b17c-8c0b-536d-a84f-f20190add5f8,2279562973,node,historic,monument,Environmental Park,,,,,33.7723681,72.3528314,Attock,Punjab,Pakistan,,,,historic__monument
8f4f770b-50d0-560f-9f36-31bd92b14b55,3387477825,node,amenity,place_of_worship,Masjid Hanafia / جامع مسجد حنفیہ,,,,,33.7696226,72.3563142,Attock,Punjab,Pakistan,,,,amenity__place_of_worship
a412da42-b818-5190-99af-f5ed97fd4bca,3387488768,node,amenity,parking,,,,,,33.7713588,72.3565849,Attock,Punjab,Pakistan,,,,amenity__parking
055c6f7f-8f96-501e-be20-c7ee5405776a,3387494160,node,amenity,parking,,,,,,33.7707464,72.3534262,Attock,Punjab,Pakistan,,,,amenity__parking
49580506-e1f2-5894-a291-7a5b7830d476,3387498885,node,tourism,attraction,فوارہ چوک,,Fawara Chowk,,,33.7704643,72.3559137,Attock,Punjab,Pakistan,,,,tourism__attraction
a4d8a232-d74c-5590-91dd-e890371913be,3387503203,node,amenity,bank,Mezaan Bank,,,,,33.7703981,72.3561202,Attock,Punjab,Pakistan,,,,amenity__bank
b5901335-1965-5e8d-be15-b19c4dd0f4ef,4989673622,node,amenity,atm,,,,,,33.7715857,72.3537386,Attock,Punjab,Pakistan,,Askari Bank,,amenity__atm
f7fd6470-931b-586b-a86a-c8efabce2a4a,4992209022,node,amenity,bank,عسکری بینک,عسکری بینک,Askari Bank,,,33.771591,72.3537185,Attock,Punjab,Pakistan,عسکری بینک,,,amenity__bank
037c5fcb-f86e-5014-8cd1-b51537609274,2923637040,node,amenity,fuel,پاکستان اسٹیٹ آئل,پاکستان اسٹیٹ آئل,Pakistan State Oil,,,33.7716567,72.3592162,Attock,Punjab,Pakistan,پاکستان اسٹیٹ آئل,,,amenity__fuel
b5d56a9e-f3a6-5d98-b4c9-666e92a16b6f,2923637041,node,amenity,police,Attock Police Station,,,,,33.7720707,72.3606153,Attock,Punjab,Pakistan,,,,amenity__police
96ca9beb-19ae-5e69-9837-205ddf62dab7,3387419150,node,amenity,bank,National Bank,,,,,33.7719257,72.3620809,Attock,Punjab,Pakistan,,,,amenity__bank
8e02538b-ee0d-5323-964b-2be858ffaece,3387437177,node,amenity,place_of_worship,Imam Bargah Central / مرکزی امام بارگاہ,مرکزی امام بارگاہ,Imam Bargah Central,,,33.7676427,72.3618448,Attock,Punjab,Pakistan,,,,amenity__place_of_worship
214744cc-ed52-58cd-a605-2546489fed3c,3387437184,node,amenity,fuel,Safe way CNG,,,,,33.7686479,72.3629369,Attock,Punjab,Pakistan,,,,amenity__fuel
c37a497c-9540-5b13-b551-18fba1d19e01,3387443567,node,shop,furniture,Wahid furniture House,,,,,33.7679022,72.3607772,Attock,Punjab,Pakistan,,,,shop__furniture
c264bfda-8f18-581c-872a-6327ba2c1b1a,3387443568,node,shop,furniture,Furniture shop,,,,,33.7677947,72.3605921,Attock,Punjab,Pakistan,,,,shop__furniture
7827d73a-3851-52bf-9aee-60291ee8f57f,3387447773,node,shop,furniture,Shalimar Furniture house,,,,,33.768082,72.3598342,Attock,Punjab,Pakistan,,,,shop__furniture
98bdb298-8d49-54d7-970d-eb25dcbfd1c0,3387347851,node,amenity,fuel,CNG Station,,,,,33.7744896,72.3608245,Attock,Punjab,Pakistan,,Shell,,amenity__fuel
eccd7007-ec25-5058-a4a3-4085ff25cba8,2923637023,node,amenity,place_of_worship,,,,,,33.7688428,72.3655593,Attock,Punjab,Pakistan,,,,amenity__place_of_worship
9306777e-23ce-5884-b733-b7c28e9bd828,218730370,way,landuse,residential,,,,,,33.7506449,72.3471248,Attock,Punjab,Pakistan,,,,landuse__residential
54cf857f-dbda-5bcb-ae7c-e8730754776b,218730366,way,landuse,cemetery,,,,,,33.7535655,72.3415446,Attock,Punjab,Pakistan,,,,landuse__cemetery
67dc81af-43cb-55cb-828c-72a8fafe31c4,218730369,way,landuse,cemetery,,,,,,33.7507444,72.3433054,Attock,Punjab,Pakistan,,,,landuse__cemetery
4337da42-8af7-56e7-9057-26479e8e8021,331650911,way,leisure,park,R Block Park,,,,,33.768756,72.348553,Attock,Punjab,Pakistan,,,,leisure__park
ab7ea060-d15d-5bc5-8fe2-b624ea982230,288809474,way,leisure,park,,,,,,33.7723503,72.3526342,Attock,Punjab,Pakistan,,,,leisure__park
c7993c39-70e4-5f9b-a06d-7e2c51ee9527,455034164,way,public_transport,platform,,,,,,33.7745676,72.351839,Attock,Punjab,Pakistan,,,,public_transport__platform
64e959d5-2c1c-511f-aecd-16d03360bf20,331634836,way,landuse,commercial,Kamal Pur Syedan / کمال پور,,,,,33.767363,72.3625904,Attock,Punjab,Pakistan,,,,landuse__commercial
0f13697a-43dc-5556-be73-3ace551a7507,331637926,way,amenity,place_of_worship,Sheriah-Masjid  / شریعہ مسجد,,,,,33.7665991,72.3573179,Attock,Punjab,Pakistan,,,,amenity__place_of_worship
9b1df820-049b-5807-b933-a41cc758cfd4,331637564,way,landuse,cemetery,Gora Qabristan / گورا قبرستان,,Christian Cementer,,,33.7654346,72.3601642,Attock,Punjab,Pakistan,,,,landuse__cemetery
77b7de35-73e1-5016-a97e-109974f1b92d,288810326,way,shop,mall,Zamzama Shopping Mall,,,,,33.7668508,72.3660917,Attock,Punjab,Pakistan,,,,shop__mall
c08658a9-8921-5c4b-b9c7-501031dc61fa,368781199,way,leisure,park,,,,,,33.7661508,72.3665137,Attock,Punjab,Pakistan,,,,leisure__park
6c9326d0-f337-567b-8f6f-efd3b997188f,331634303,way,amenity,courthouse,Attock District Courts / اٹک ڈسرکٹ کچھری,,,,,33.7729348,72.3618345,Attock,Punjab,Pakistan,,,,amenity__courthouse
cbb7a0db-e3ad-58a8-a60a-bc827ded49f1,331635648,way,leisure,park,Ziarat Public Park / زیارت پارک,,,,,33.7707654,72.3623989,Attock,Punjab,Pakistan,,,,leisure__park
0c385de7-29ac-5486-b7cd-48f11acb3ffc,288809475,way,leisure,pitch,LALAZAR Stadium / لالازار سٹیڈیم,,,,,33.7718333,72.3583218,Attock,Punjab,Pakistan,,,,leisure__pitch
b878c601-c7c8-5ded-8e72-2fa77f42c81f,331632721,way,amenity,police,Police Lines,,,,,33.7756368,72.3628063,Attock,Punjab,Pakistan,,,,amenity__police
09dbb523-b222-5243-ad05-41a1f96eec0c,331634304,way,amenity,police,DPO  House,,,,,33.7734436,72.3634972,Attock,Punjab,Pakistan,,Attock district Gov.,,amenity__police
35c61c92-0fb4-5a93-b31a-a9249baa79d7,331643399,way,amenity,place_of_worship,Church - Attock,,,,,33.7749523,72.3598015,Attock,Punjab,Pakistan,,,,amenity__place_of_worship
9b98bae8-5e36-5599-98d7-27436a4acc9a,288676801,way,leisure,park,Jinnah Park,,,,,33.7692536,72.3675479,Attock,Punjab,Pakistan,,,,leisure__park
fac09076-ff5a-583c-82e8-3a83946293d4,331634305,way,leisure,stadium,Attock Stadium,,,,,33.7726329,72.3666487,Attock,Punjab,Pakistan,,,,leisure__stadium
4a55df5b-816c-53a1-aab4-91462bc4ad3f,3387131308,node,leisure,playground,COMSATS Attock Cricket ground  - Attock,,,,,33.7808597,72.3500967,Attock,Punjab,Pakistan,,,,leisure__playground
840b9043-29a2-51d0-a4bf-c8956bff8416,3456861294,node,amenity,police,Anti-Narcutics Force,,,,,33.7843074,72.3577836,Attock,Punjab,Pakistan,,,,amenity__police
4ca367c0-ee01-552f-a459-b5eb830f4c63,2744192660,node,place,suburb,Dar-ul-Islam Colony,,,,,33.7822736,72.3632325,Attock,Punjab,Pakistan,,,,place__suburb
d2fbcfb9-8635-5a33-be97-e785e9cd66cc,3387555269,node,leisure,park,DHQ Park / پارک,,,,,33.7828667,72.3596089,Attock,Punjab,Pakistan,,,,leisure__park
4a5945c5-01a5-5c64-b73b-106236b846fa,3387205983,node,amenity,fuel,CNG Pump,,,,,33.7928817,72.3600041,Attock,Punjab,Pakistan,,,,amenity__fuel
52523e1b-0d15-5cb3-b2f8-9fef258fd05f,3387205988,node,amenity,restaurant,Village Shanwari Tikka Hut,,,,,33.7931374,72.3601807,Attock,Punjab,Pakistan,,,,amenity__restaurant
6cc42dd6-aa08-54c5-b118-33c39e93c775,3387248981,node,amenity,place_of_worship,Furqaan Masjid /مسجد فرقان,,,,,33.789047,72.3604071,Attock,Punjab,Pakistan,,,,amenity__place_of_worship
059640d0-d218-5572-801c-5e6ffd1e59fe,3387286994,node,shop,mall,SANA Plaza,,,,,33.7882292,72.3596692,Attock,Punjab,Pakistan,,,,shop__mall
303cae0f-c7eb-5b00-ae20-1abab126f8eb,3387153792,node,amenity,fuel,Caltex,,,,,33.8122609,72.3608334,Attock,Punjab,Pakistan,,c,,amenity__fuel
fe1ce9fb-0077-5ec7-8b07-e9d66e58252a,331628838,way,landuse,residential,Daar Al Salam Colony / دآر السلام کولونی,,,,,33.7848381,72.362274,Attock,Punjab,Pakistan,,,,landuse__residential
79cfefce-4f6f-5208-b51e-cf84e773fb4a,1104071195,way,leisure,stadium,City Cricket Stadium - Attock,,,,,33.7812001,72.3545549,Attock,Punjab,Pakistan,,,,leisure__stadium
70e03e6b-e984-5583-b6c7-6831ffb55b2b,331626553,way,landuse,residential,Mehria Town,,,,,33.805706,72.3539303,Attock,Punjab,Pakistan,,,,landuse__residential
bf6206ac-b195-54e6-8134-9315273aba07,331627234,way,leisure,park,Peoples Colony Ground,,,,,33.7910756,72.358104,Attock,Punjab,Pakistan,,,,leisure__park
c0a44e99-0bf7-5493-862e-8140761e520c,331627512,way,landuse,residential,People Colony / پیپل کولونی,,,,,33.7916137,72.3559393,Attock,Punjab,Pakistan,,,,landuse__residential
9cb226fa-7e26-572e-9d87-82e3f72be271,331627573,way,landuse,residential,Officers Colony / آفسر کولونی,,,,,33.7874862,72.3580984,Attock,Punjab,Pakistan,,,,landuse__residential
b84c5257-79b1-5fbc-8334-33f5b2828744,331627318,way,landuse,commercial,Peoples Colony Market / مپیپل کولونی مارکیٹ,,,,,33.7910073,72.3588991,Attock,Punjab,Pakistan,,,,landuse__commercial
2f8e21a0-e1d9-59a8-b225-f431dc67f59e,331627235,way,landuse,residential,Madani Colony,,,,,33.796095,72.357419,Attock,Punjab,Pakistan,,,,landuse__residential
61a6ed20-1661-5604-b148-b7a4161d71f6,331626245,way,landuse,residential,Maryam colony,,,,,33.8096545,72.3571599,Attock,Punjab,Pakistan,,,,landuse__residential
29577756-6c09-56a7-8517-dcb476652509,920081423,way,amenity,fuel,Byco Petrol Pump And Tahir CNG Filling Station,,,,,33.8168849,72.3754163,Attock,Punjab,Pakistan,Byco Petrolrum,,,amenity__fuel
edbb74e9-2a01-5ac5-8d36-9919702fa3dd,9559965346,node,place,village,ڈھوک جوندہ,,Dhoke Jawinda,,,33.7003939,72.3753176,Attock,Punjab,Pakistan,,,,place__village
ce146d21-26c0-51a2-a413-2239018ccda5,9559965345,node,place,village,Dhoke Sawain,,,,,33.7170699,72.4111978,Attock,Punjab,Pakistan,,,,place__village
e0897eba-ef5b-53db-8379-ffc308ea3270,11776453186,node,place,village,بولیانوال,,Bolianwal,,,33.721104,72.4109073,Attock,Punjab,Pakistan,,,,place__village
8ff54e08-716b-5cbd-8c25-d1de5921639c,1267988385,way,landuse,residential,,,,,,33.7173375,72.4110845,Attock,Punjab,Pakistan,,,,landuse__residential
7ba4a35f-c3d4-52bc-97b5-f9898a0ff9eb,868965635,node,place,village,Mirza,,,,,33.7696832,72.391583,Attock,Punjab,Pakistan,,,,place__village
8c7868fb-10fc-5191-9f3b-538205805d93,1206858828,way,natural,water,,,,,,33.7443547,72.3895517,Attock,Punjab,Pakistan,,,,natural__water
5e392bda-6bdf-594d-ac5a-afff585d3f10,331631416,way,leisure,park,Army park,,,,,33.7734084,72.378474,Attock,Punjab,Pakistan,,,,leisure__park
7a9f1453-6e28-529a-acd2-e99fab33a0e0,1206856094,way,landuse,residential,,,,,,33.7611753,72.390469,Attock,Punjab,Pakistan,,,,landuse__residential
a13f8761-9640-51e5-95a6-abe286a9f627,1206864805,way,natural,wood,,,,,,33.7624577,72.3894619,Attock,Punjab,Pakistan,,,,natural__wood
14bff863-e5cd-5b38-ab8a-c0005c708a1e,1206868262,way,natural,wood,,,,,,33.7655831,72.3904577,Attock,Punjab,Pakistan,,,,natural__wood
3d1ee78d-c423-5314-920d-ffe6c633ba2d,1206868263,way,natural,wood,,,,,,33.7628744,72.3888621,Attock,Punjab,Pakistan,,,,natural__wood
debdf1f6-becb-54d7-bc07-d126bfeb0990,1206918958,way,natural,wood,,,,,,33.7654844,72.3907915,Attock,Punjab,Pakistan,,,,natural__wood
90b0854c-4611-5a34-9360-dd450ead5065,1206918959,way,natural,wood,,,,,,33.7676679,72.3923352,Attock,Punjab,Pakistan,,,,natural__wood
28d6530b-71fd-5bc4-ac20-9da6d6b39e9d,331629182,way,leisure,stadium,Army Stadium,,,,,33.7747281,72.3797085,Attock,Punjab,Pakistan,,,,leisure__stadium
d4c7cf6b-a058-5ae5-98d4-91ea6f0f3d1b,331629181,way,leisure,stadium,Parade Grounds,,,,,33.7809619,72.3792165,Attock,Punjab,Pakistan,,,,leisure__stadium
9e618ecc-1269-5ea5-b643-33de31eecbe4,9559936330,node,place,village,Bura,,,,,33.770327,72.4195915,Attock,Punjab,Pakistan,,,,place__village
587646d2-e442-58f4-9def-6369fc7f575b,9559936329,node,place,village,Sanjwal,,,,,33.7608275,72.4329548,Attock,Punjab,Pakistan,,,,place__village
1b33f214-2a02-5efb-ad21-6dbe9aea9d41,1144800077,way,natural,scrub,,,,,,33.7772271,72.4324775,Attock,Punjab,Pakistan,,,,natural__scrub
f0c5ebc6-6158-51c7-afa0-76dcd709f62b,2922705320,node,landuse,industrial,Pakistan Ordnance Factories,,,,,33.785697,72.4161581,Attock,Punjab,Pakistan,,,,landuse__industrial
9a42395f-bac6-5683-9303-02441925596c,2432186131,node,railway,station,سنجوال,سنجوال,Sanjwal,,,33.8092965,72.4330079,Attock,Punjab,Pakistan,,,Q18516033,railway__station
a555c591-9268-51a0-b5aa-b6be816d1b21,1144800076,way,natural,scrub,,,,,,33.7822403,72.4479425,Attock,Punjab,Pakistan,,,,natural__scrub
dcd84be9-80b1-5725-980e-c1dbc943700b,1251535105,way,landuse,residential,,,,,,33.8015691,72.4272945,Attock,Punjab,Pakistan,,,,landuse__residential
940bbb21-b857-5b27-b2a4-cb08f22047bb,5313229324,node,amenity,place_of_worship,مسجد بلال,مسجد بلال,Bilal Masjid,,,33.8384017,72.4231155,Attock,Punjab,Pakistan,,,,amenity__place_of_worship
e0eaef9d-7b4a-55fb-9806-b09f89e1f3f7,5224313322,node,tourism,attraction,Rasheed Sb Home,,,,,33.8372178,72.4288109,Attock,Punjab,Pakistan,,,,tourism__attraction
5db2ae80-6392-5373-8bc1-daf970bf6ba5,18570862,relation,natural,wood,,,,,,35.7812621,71.7176531,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,natural__wood
9d37d11d-d211-5f1a-856c-6fa1a0ea809e,18570863,relation,natural,wood,,,,,,35.7998927,71.732331,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,natural__wood
68a14fe1-745f-51c1-b6f4-6cc5d86e39b1,18570865,relation,natural,wood,,,,,,35.8454559,71.7401306,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,natural__wood
81aded8f-c15a-509b-bf41-dcc0ff63b39a,18570864,relation,natural,wood,,,,,,35.8150451,71.7419113,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,natural__wood
075be5ba-7d3e-5227-80c0-fc92d17820fe,18570866,relation,natural,wood,,,,,,35.8900085,71.7412937,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,natural__wood
f584cc0c-462c-5fdd-a840-5fb9d0275608,18570868,relation,natural,wood,,,,,,35.9089501,71.7694264,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,natural__wood
579efd51-f1c4-5817-ae64-0d0dcd34997e,18570869,relation,natural,wood,,,,,,35.9539107,71.78139,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,natural__wood
981f59f3-942f-5d83-9c5f-34dc3c0436ba,4001891586,node,place,village,Bakamak,,,,,35.8242067,71.7688348,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,place__village
8d298b25-cc91-5de3-b861-f16c143ff4b6,4000340695,node,place,village,Chumarkhun Bala,,,,,35.8019816,71.7879276,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,place__village
8ecdc882-76ff-5428-80d7-714a87c4e807,4000396056,node,place,village,Achingole,,,,,35.8088399,71.7847923,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,place__village
524a40ef-7e64-5e6f-8428-7185ae85ad6e,4000639131,node,place,village,Baqarabad Bala & Payeen,,,,,35.8148244,71.7814483,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,place__village
12924a0b-9bcb-5a10-9932-decc7832a7bc,4000703943,node,place,village,Shot Jugour,,,,,35.8205554,71.7792138,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,place__village
1fc3b0f8-96e6-5945-b059-3125ad3e1fbb,4000666467,node,place,village,Goldoor Jugour,,,,,35.8222936,71.7872613,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,place__village
7133e747-4fc6-5488-b1cb-55be06726d42,4001992811,node,place,village,Shotar Jugour,,,,,35.8271529,71.7797124,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,place__village
c5b7b169-bfca-57f6-adf1-3f7a6f78ae73,4002015923,node,place,village,Khas Jugour,,,,,35.8286202,71.7875716,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,place__village
d8549989-1ddf-59a3-9d3c-45bea0b88f8f,4002443890,node,place,suburb,Muldeh,,,,,35.8416556,71.7810306,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,place__suburb
4d0472fb-4eae-57cc-9b41-d4a2f95b8d61,4002775147,node,shop,convenience,,,,,,35.8411833,71.7833311,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,shop__convenience
6b0f7765-19fa-5b7c-a2b5-d244c7e6d66f,8449147715,node,amenity,parking,,,,,,35.8421174,71.7827664,Chitral,Khyber Pakhtunkhwa,Pakistan,,Chitral Inn Parking,,amenity__parking
a6170be5-d78a-5920-830b-b2e861ddfacb,3625998344,node,amenity,place_of_worship,Tablighi Markaz,,,,,35.846024,71.7823502,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,amenity__place_of_worship
34559a29-7bbf-5063-9790-b0cd9620667d,3626002233,node,tourism,museum,Chitral Museum,,,,,35.8478585,71.7857812,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,tourism__museum
b521d65c-cfab-5668-b816-e8e4ab93089a,6040207486,node,shop,mobile_phone,Telenor Franchise,,,,,35.8493771,71.7872744,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,shop__mobile_phone
ec807829-acd5-5512-8c23-964b6786e74a,11432054664,node,amenity,fast_food,Kashif Fast Food,,,,,35.8463415,71.7867433,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,amenity__fast_food
c8479d48-6a38-5d7e-84fa-c31804b48f27,405957652,way,natural,water,Chitral River,,,,,35.8376533,71.7843092,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,natural__water
638a14e5-8ace-5d25-8df4-8e7defa23ae6,405957651,way,natural,water,,,,,,35.8257772,71.7739215,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,natural__water
0c40b3d7-1e66-5ef1-a7c7-378e030727e0,909501909,way,tourism,hotel,Chitral Inn,,,,,35.8421221,71.7831576,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,tourism__hotel
be160f70-7355-5835-8bc4-2b93acbd122a,909979972,way,amenity,parking,,,,,,35.8421033,71.7829274,Chitral,Khyber Pakhtunkhwa,Pakistan,,Chitral Inn Courtyard,,amenity__parking
ea81f756-a46d-5ad4-a01b-9e988cbabee0,461386159,way,landuse,residential,,,,,,35.8478088,71.7891769,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,landuse__residential
1097189c-aa2d-5a51-b22a-79107a867f89,460728762,way,landuse,commercial,,,,,,35.8497203,71.7926614,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,landuse__commercial
df4ade07-fa92-5b01-8e52-9a8f2ce9c2ee,1232424735,way,landuse,residential,Kaleem's home,,,,,35.8457034,71.7905748,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,landuse__residential
c8290f34-1664-56c3-9b54-2ac39fa181b0,17371260,relation,natural,water,,,,,,35.7356924,71.7689611,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,natural__water
9b15a03e-73ee-5351-a67a-455676b20d1c,18570920,relation,natural,wood,,,,,,35.7930719,71.8160299,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,natural__wood
76b5f202-5fca-5b6c-b5ee-9eab08b481dc,5234315222,node,office,government,Deputy Commissioner Office (DCO),,Deputy Commissioner Office (DCO),,,35.8500445,71.7820983,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,office__government
13ce268a-abf5-5558-b0bc-b1a56c17d32d,5753014622,node,tourism,hotel,Chinar Inn,,,,,35.8514475,71.7873426,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,tourism__hotel
dd9259ed-320b-54a5-8ab3-e1090f57692b,4003644279,node,place,town,Zargirandeh,,,,,35.8532375,71.7866649,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,place__town
02b630bc-5a05-5838-8322-97d7c753811a,4003682104,node,place,village,Shalidan,,,,,35.8571245,71.7860978,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,place__village
6809cb48-b970-566f-aeda-1b7007b4ff6d,4003682732,node,shop,clothes,Amir Ahmed Garments Shop,,,,,35.8566092,71.7870036,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,shop__clothes
2754c6a7-4edb-5cd3-9633-9fee6c461ddd,4863342621,node,tourism,hotel,Al-Farooq Hotel,,Al-farooq hotel,,,35.8556805,71.787206,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,tourism__hotel
14dd3800-fc08-54ab-a6e8-bfeb675edf06,5234315221,node,amenity,bank,MCB Bank & ATM,,MCB Bank & ATM,,,35.8526366,71.7874276,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,amenity__bank
ec497b33-75aa-505d-a6d5-39ee5f837cc6,5753090725,node,amenity,post_office,Chitral General Post Office,,,,,35.8523915,71.7874803,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,amenity__post_office
3da1fb3f-1016-56f9-9f23-3548199deb2d,6001086368,node,amenity,bank,الائیڈ بینک لمیٹڈ,الائیڈ بینک لمیٹڈ,ABL,,,35.8571455,71.7866604,Chitral,Khyber Pakhtunkhwa,Pakistan,الائیڈ بینک لمیٹڈ,,,amenity__bank
f30b60df-202c-54b2-81b4-9e11d5635095,6007136467,node,shop,clothes,Woolen Ways,,,,,35.8577426,71.7870433,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,shop__clothes
be10bbaa-bb0a-54ea-875c-68b2a85c049e,6007145900,node,public_transport,platform,Karimabad Ada,,,,,35.8568282,71.7858717,Chitral,Khyber Pakhtunkhwa,Pakistan,,,,public_transport__platform
f654587e-648f-5c7d-acbf-05f777f76011,6007160395,node,amenity,atm,,,,,,35.8571216,71.7866877,Chitral,Khyber Pakhtunkhwa,Pakistan,,Allied Bank ATM,,amenity__atm
